+---------------------------------------------------------------------------------------------------------+-------------------------------------------------------+----------+
| Class                                                                                                   | Registry name                                         | Ticking? |
| ejektaflex.bountiful.block.TileEntityBountyBoard                                                        | bountiful:bountyboard                                 |      yes |
| epicsquid.blockcraftery.tile.TileEditableBlock                                                          | blockcraftery:tile_editable_block                     |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorAccessPort                      | bigreactors:tileentityreactoraccessport               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorComputerPort                    | bigreactors:tileentityreactorcomputerport             |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorControlRod                      | bigreactors:tileentityreactorcontrolrod               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorController                      | bigreactors:tileentityreactorcontroller               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorCoolantPort                     | bigreactors:tileentityreactorcoolantport              |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorFuelRod                         | bigreactors:tileentityreactorfuelrod                  |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorGlass                           | bigreactors:tileentityreactorglass                    |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorPart                            | bigreactors:tileentityreactorpart                     |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorPowerTapRedstoneFlux            | bigreactors:tileentityreactorpowertapredstoneflux     |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorPowerTapTesla                   | bigreactors:tileentityreactorpowertaptesla            |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorRedNetPort                      | bigreactors:tileentityreactorrednetport               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityReactorRedstonePort                    | bigreactors:tileentityreactorredstoneport             |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineComputerPort                    | bigreactors:tileentityturbinecomputerport             |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineController                      | bigreactors:tileentityturbinecontroller               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineFluidPort                       | bigreactors:tileentityturbinefluidport                |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbinePart                            | bigreactors:tileentityturbinepart                     |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbinePartGlass                       | bigreactors:tileentityturbinepartglass                |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbinePowerTapRedstoneFlux            | bigreactors:tileentityturbinepowertapredstoneflux     |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbinePowerTapTesla                   | bigreactors:tileentityturbinepowertaptesla            |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineRotorBearing                    | bigreactors:tileentityturbinerotorbearing             |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineRotorBlade                      | bigreactors:tileentityturbinerotorblade               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.TileEntityTurbineRotorShaft                      | bigreactors:tileentityturbinerotorshaft               |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.creative.TileEntityReactorCreativeCoolantPort    | bigreactors:tileentityreactorcreativecoolantport      |        - |
| erogenousbeef.bigreactors.common.multiblock.tileentity.creative.TileEntityTurbineCreativeSteamGenerator | bigreactors:tileentityturbinecreativesteamgenerator   |        - |
| growthcraft.bees.common.tileentity.TileEntityBeeBox                                                     | growthcraft_bees:bee_box                              |      yes |
| growthcraft.cellar.common.tileentity.TileEntityBrewKettle                                               | growthcraft_cellar:brew_kettle                        |      yes |
| growthcraft.cellar.common.tileentity.TileEntityCultureJar                                               | growthcraft_cellar:culture_jar                        |      yes |
| growthcraft.cellar.common.tileentity.TileEntityFermentBarrel                                            | growthcraft_cellar:ferment_barrel                     |      yes |
| growthcraft.cellar.common.tileentity.TileEntityFruitPress                                               | growthcraft_cellar:fruit_press                        |      yes |
| growthcraft.cellar.common.tileentity.TileEntityFruitPresser                                             | growthcraft_cellar:fruit_presser                      |      yes |
| growthcraft.fishtrap.common.tileentity.TileEntityFishtrap                                               | growthcraft_fishtrap:fishtrap                         |      yes |
| growthcraft.milk.common.tileentity.TileEntityButterChurn                                                | growthcraft_milk:churn                                |        - |
| growthcraft.milk.common.tileentity.TileEntityButterChurnPlunger                                         | growthcraft_milk:churn_plunger                        |      yes |
| growthcraft.milk.common.tileentity.TileEntityCheeseBlock                                                | growthcraft_milk:cheese_block                         |      yes |
| growthcraft.milk.common.tileentity.TileEntityCheesePress                                                | growthcraft_milk:cheese_press                         |      yes |
| growthcraft.milk.common.tileentity.TileEntityCheeseVat                                                  | growthcraft_milk:cheese_vat                           |      yes |
| growthcraft.milk.common.tileentity.TileEntityHangingCurds                                               | growthcraft_milk:cheese_curds                         |      yes |
| growthcraft.milk.common.tileentity.TileEntityPancheon                                                   | growthcraft_milk:pancheon                             |      yes |
| info.jbcs.minecraft.vending.tileentity.TileEntityVendingMachine                                         | minecraft:containervendingmachine                     |        - |
| info.jbcs.minecraft.vending.tileentity.TileEntityVendingStorageAttachment                               | minecraft:containerstorageattachment                  |      yes |
| info.u_team.useful_railroads.tilentity.TileEntityRailTeleport                                           | usefulrailroads:rail_teleport_tile                    |      yes |
| its_meow.betteranimalsplus.common.tileentity.TileEntityHandOfFate                                       | betteranimalsplus:handoffatetileentity                |        - |
| its_meow.betteranimalsplus.common.tileentity.TileEntityHead                                             | betteranimalsplus:head                                |        - |
| its_meow.betteranimalsplus.common.tileentity.TileEntityTrillium                                         | betteranimalsplus:trilliumtileentity                  |        - |
| ivorius.reccomplex.block.TileEntityBlockScript                                                          | minecraft:rcspawnscript                               |        - |
| ivorius.reccomplex.block.legacy.BlockMazeGenerator$TileEntityMazeGenerator                              | minecraft:rcmazegenerator                             |        - |
| ivorius.reccomplex.block.legacy.BlockSpawnCommand$TileEntitySpawnCommand                                | minecraft:rcspawncommand                              |        - |
| ivorius.reccomplex.block.legacy.BlockStructureGenerator$TileEntityStructureGenerator                    | minecraft:rcstructuregenerator                        |        - |
| jds.bibliocraft.tileentities.BiblioLightTileEntity                                                      | minecraft:bibliolight                                 |        - |
| jds.bibliocraft.tileentities.TileEntityArmorStand                                                       | minecraft:armorstand                                  |        - |
| jds.bibliocraft.tileentities.TileEntityBell                                                             | minecraft:bell                                        |      yes |
| jds.bibliocraft.tileentities.TileEntityBookcase                                                         | minecraft:bookcase                                    |        - |
| jds.bibliocraft.tileentities.TileEntityCase                                                             | minecraft:case                                        |        - |
| jds.bibliocraft.tileentities.TileEntityClipboard                                                        | minecraft:clipboard                                   |        - |
| jds.bibliocraft.tileentities.TileEntityClock                                                            | minecraft:clock                                       |      yes |
| jds.bibliocraft.tileentities.TileEntityCookieJar                                                        | minecraft:cookiejar                                   |      yes |
| jds.bibliocraft.tileentities.TileEntityDesk                                                             | minecraft:desk                                        |      yes |
| jds.bibliocraft.tileentities.TileEntityDinnerPlate                                                      | minecraft:dinnerplate                                 |        - |
| jds.bibliocraft.tileentities.TileEntityDiscRack                                                         | minecraft:discrack                                    |        - |
| jds.bibliocraft.tileentities.TileEntityFancySign                                                        | minecraft:fancysign                                   |        - |
| jds.bibliocraft.tileentities.TileEntityFancyWorkbench                                                   | minecraft:fancyworkbench                              |        - |
| jds.bibliocraft.tileentities.TileEntityFramedChest                                                      | minecraft:framedchest                                 |      yes |
| jds.bibliocraft.tileentities.TileEntityFurniturePaneler                                                 | minecraft:furniturepaneler                            |        - |
| jds.bibliocraft.tileentities.TileEntityLabel                                                            | minecraft:label                                       |        - |
| jds.bibliocraft.tileentities.TileEntityMapFrame                                                         | minecraft:mapframe                                    |      yes |
| jds.bibliocraft.tileentities.TileEntityMarkerPole                                                       | minecraft:markerpole                                  |        - |
| jds.bibliocraft.tileentities.TileEntityPaintPress                                                       | minecraft:paintingpress                               |      yes |
| jds.bibliocraft.tileentities.TileEntityPaintingBorderless                                               | minecraft:paintingframeborderless                     |        - |
| jds.bibliocraft.tileentities.TileEntityPaintingFancy                                                    | minecraft:paintingframefancy                          |        - |
| jds.bibliocraft.tileentities.TileEntityPaintingFlat                                                     | minecraft:paintingframeflat                           |        - |
| jds.bibliocraft.tileentities.TileEntityPaintingMiddle                                                   | minecraft:paintingframemiddle                         |        - |
| jds.bibliocraft.tileentities.TileEntityPaintingSimple                                                   | minecraft:paintingframesimple                         |        - |
| jds.bibliocraft.tileentities.TileEntityPotionShelf                                                      | minecraft:potionshelf                                 |        - |
| jds.bibliocraft.tileentities.TileEntityPrintPress                                                       | minecraft:printingpress                               |      yes |
| jds.bibliocraft.tileentities.TileEntitySeat                                                             | minecraft:seat                                        |      yes |
| jds.bibliocraft.tileentities.TileEntityShelf                                                            | minecraft:shelf                                       |        - |
| jds.bibliocraft.tileentities.TileEntitySwordPedestal                                                    | minecraft:swordpedestal                               |        - |
| jds.bibliocraft.tileentities.TileEntityTable                                                            | minecraft:table                                       |      yes |
| jds.bibliocraft.tileentities.TileEntityToolRack                                                         | minecraft:toolrack                                    |        - |
| jds.bibliocraft.tileentities.TileEntityTypeMachine                                                      | minecraft:typesettingtable                            |      yes |
| jds.bibliocraft.tileentities.TileEntityTypewriter                                                       | minecraft:typewriter                                  |      yes |
| logictechcorp.netherex.tileentity.TileEntityUrnOfSorrow                                                 | netherex:urn_of_sorrow                                |      yes |
| me.shedaniel.rareice.forge.blocks.entities.RareIceTileEntity                                            | rare-ice:rare_ice                                     |      yes |
| mekanism.common.tile.TileEntityAdvancedBoundingBlock                                                    | mekanism:advanced_bounding_block                      |        - |
| mekanism.common.tile.TileEntityAdvancedFactory                                                          | mekanism:advanced_smelting_factory                    |      yes |
| mekanism.common.tile.TileEntityAmbientAccumulator                                                       | mekanism:ambient_accumulator                          |      yes |
| mekanism.common.tile.TileEntityBin                                                                      | mekanism:bin                                          |      yes |
| mekanism.common.tile.TileEntityBoilerCasing                                                             | mekanism:boiler_casing                                |      yes |
| mekanism.common.tile.TileEntityBoilerValve                                                              | mekanism:boiler_valve                                 |      yes |
| mekanism.common.tile.TileEntityBoundingBlock                                                            | mekanism:bounding_block                               |        - |
| mekanism.common.tile.TileEntityCardboardBox                                                             | mekanism:cardboard_box                                |        - |
| mekanism.common.tile.TileEntityChargepad                                                                | mekanism:chargepad                                    |      yes |
| mekanism.common.tile.TileEntityChemicalCrystallizer                                                     | mekanism:chemical_crystallizer                        |      yes |
| mekanism.common.tile.TileEntityChemicalDissolutionChamber                                               | mekanism:chemical_dissolution_chamber                 |      yes |
| mekanism.common.tile.TileEntityChemicalInfuser                                                          | mekanism:chemical_infuser                             |      yes |
| mekanism.common.tile.TileEntityChemicalInjectionChamber                                                 | mekanism:chemical_injection_chamber                   |      yes |
| mekanism.common.tile.TileEntityChemicalOxidizer                                                         | mekanism:chemical_oxidizer                            |      yes |
| mekanism.common.tile.TileEntityChemicalWasher                                                           | mekanism:chemical_washer                              |      yes |
| mekanism.common.tile.TileEntityCombiner                                                                 | mekanism:combiner                                     |      yes |
| mekanism.common.tile.TileEntityCrusher                                                                  | mekanism:crusher                                      |      yes |
| mekanism.common.tile.TileEntityDigitalMiner                                                             | mekanism:digital_miner                                |      yes |
| mekanism.common.tile.TileEntityDynamicTank                                                              | mekanism:dynamic_tank                                 |      yes |
| mekanism.common.tile.TileEntityDynamicValve                                                             | mekanism:dynamic_valve                                |      yes |
| mekanism.common.tile.TileEntityElectricPump                                                             | mekanism:electric_pump                                |      yes |
| mekanism.common.tile.TileEntityElectrolyticSeparator                                                    | mekanism:electrolytic_separator                       |      yes |
| mekanism.common.tile.TileEntityEliteFactory                                                             | mekanism:ultimate_smelting_factory                    |      yes |
| mekanism.common.tile.TileEntityEnergizedSmelter                                                         | mekanism:energized_smelter                            |      yes |
| mekanism.common.tile.TileEntityEnergyCube                                                               | mekanism:energy_cube                                  |      yes |
| mekanism.common.tile.TileEntityEnrichmentChamber                                                        | mekanism:enrichment_chamber                           |      yes |
| mekanism.common.tile.TileEntityFactory                                                                  | mekanism:smelting_factory                             |      yes |
| mekanism.common.tile.TileEntityFluidTank                                                                | mekanism:fluid_tank                                   |      yes |
| mekanism.common.tile.TileEntityFluidicPlenisher                                                         | mekanism:fluidic_plenisher                            |      yes |
| mekanism.common.tile.TileEntityFormulaicAssemblicator                                                   | mekanism:formulaic_assemblicator                      |      yes |
| mekanism.common.tile.TileEntityFuelwoodHeater                                                           | mekanism:fuelwood_heater                              |      yes |
| mekanism.common.tile.TileEntityGasTank                                                                  | mekanism:gas_tank                                     |      yes |
| mekanism.common.tile.TileEntityGlowPanel                                                                | mekanism:glow_panel                                   |        - |
| mekanism.common.tile.TileEntityInductionCasing                                                          | mekanism:induction_casing                             |      yes |
| mekanism.common.tile.TileEntityInductionCell                                                            | mekanism:induction_cell                               |      yes |
| mekanism.common.tile.TileEntityInductionPort                                                            | mekanism:induction_port                               |      yes |
| mekanism.common.tile.TileEntityInductionProvider                                                        | mekanism:induction_provider                           |      yes |
| mekanism.common.tile.TileEntityLaser                                                                    | mekanism:laser                                        |      yes |
| mekanism.common.tile.TileEntityLaserAmplifier                                                           | mekanism:laser_amplifier                              |      yes |
| mekanism.common.tile.TileEntityLaserTractorBeam                                                         | mekanism:laser_tractor_beam                           |      yes |
| mekanism.common.tile.TileEntityLogisticalSorter                                                         | mekanism:logistical_sorter                            |      yes |
| mekanism.common.tile.TileEntityMetallurgicInfuser                                                       | mekanism:metallurgic_infuser                          |      yes |
| mekanism.common.tile.TileEntityOredictionificator                                                       | mekanism:oredictionificator                           |      yes |
| mekanism.common.tile.TileEntityOsmiumCompressor                                                         | mekanism:osmium_compressor                            |      yes |
| mekanism.common.tile.TileEntityPRC                                                                      | mekanism:pressurized_reaction_chamber                 |      yes |
| mekanism.common.tile.TileEntityPersonalChest                                                            | mekanism:personal_chest                               |      yes |
| mekanism.common.tile.TileEntityPrecisionSawmill                                                         | mekanism:precision_sawmill                            |      yes |
| mekanism.common.tile.TileEntityPressureDisperser                                                        | mekanism:pressure_disperser                           |      yes |
| mekanism.common.tile.TileEntityPurificationChamber                                                      | mekanism:purification_chamber                         |      yes |
| mekanism.common.tile.TileEntityQuantumEntangloporter                                                    | mekanism:quantum_entangloporter                       |      yes |
| mekanism.common.tile.TileEntityResistiveHeater                                                          | mekanism:resistive_heater                             |      yes |
| mekanism.common.tile.TileEntityRotaryCondensentrator                                                    | mekanism:rotary_condensentrator                       |      yes |
| mekanism.common.tile.TileEntitySecurityDesk                                                             | mekanism:security_desk                                |      yes |
| mekanism.common.tile.TileEntitySeismicVibrator                                                          | mekanism:seismic_vibrator                             |      yes |
| mekanism.common.tile.TileEntitySolarNeutronActivator                                                    | mekanism:solar_neutron_activator                      |      yes |
| mekanism.common.tile.TileEntityStructuralGlass                                                          | mekanism:structural_glass                             |        - |
| mekanism.common.tile.TileEntitySuperheatingElement                                                      | mekanism:superheating_element                         |      yes |
| mekanism.common.tile.TileEntityThermalEvaporationBlock                                                  | mekanism:thermal_evaporation_block                    |      yes |
| mekanism.common.tile.TileEntityThermalEvaporationController                                             | mekanism:thermal_evaporation_controller               |      yes |
| mekanism.common.tile.TileEntityThermalEvaporationValve                                                  | mekanism:thermal_evaporation_valve                    |      yes |
| mekanism.common.tile.transmitter.TileEntityDiversionTransporter                                         | mekanism:diversion_transporter                        |      yes |
| mekanism.common.tile.transmitter.TileEntityLogisticalTransporter                                        | mekanism:logistical_transporter                       |      yes |
| mekanism.common.tile.transmitter.TileEntityMechanicalPipe                                               | mekanism:mechanical_pipe                              |      yes |
| mekanism.common.tile.transmitter.TileEntityPressurizedTube                                              | mekanism:pressurized_tube                             |      yes |
| mekanism.common.tile.transmitter.TileEntityRestrictiveTransporter                                       | mekanism:restrictive_transporter                      |      yes |
| mekanism.common.tile.transmitter.TileEntityThermodynamicConductor                                       | mekanism:thermodynamic_conductor                      |      yes |
| mekanism.common.tile.transmitter.TileEntityUniversalCable                                               | mekanism:universal_cable                              |      yes |
| mekanism.generators.common.tile.TileEntityAdvancedSolarGenerator                                        | mekanismgenerators:advanced_solar_generator           |      yes |
| mekanism.generators.common.tile.TileEntityBioGenerator                                                  | mekanismgenerators:bio_generator                      |      yes |
| mekanism.generators.common.tile.TileEntityGasGenerator                                                  | mekanismgenerators:gas_generator                      |      yes |
| mekanism.generators.common.tile.TileEntityHeatGenerator                                                 | mekanismgenerators:heat_generator                     |      yes |
| mekanism.generators.common.tile.TileEntitySolarGenerator                                                | mekanismgenerators:solar_generator                    |      yes |
| mekanism.generators.common.tile.TileEntityWindGenerator                                                 | mekanismgenerators:wind_turbine                       |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorController                                     | mekanismgenerators:reactor_controller                 |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorFrame                                          | mekanismgenerators:reactor_frame                      |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorGlass                                          | mekanismgenerators:reactor_glass                      |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorLaserFocusMatrix                               | mekanismgenerators:reactor_laser_focus                |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorLogicAdapter                                   | mekanismgenerators:reactor_logic_adapter              |      yes |
| mekanism.generators.common.tile.reactor.TileEntityReactorPort                                           | mekanismgenerators:reactor_port                       |      yes |
| mekanism.generators.common.tile.turbine.TileEntityElectromagneticCoil                                   | mekanismgenerators:electromagnetic_coil               |      yes |
| mekanism.generators.common.tile.turbine.TileEntityRotationalComplex                                     | mekanismgenerators:rotational_complex                 |      yes |
| mekanism.generators.common.tile.turbine.TileEntitySaturatingCondenser                                   | mekanismgenerators:saturating_condenser               |      yes |
| mekanism.generators.common.tile.turbine.TileEntityTurbineCasing                                         | mekanismgenerators:turbine_casing                     |      yes |
| mekanism.generators.common.tile.turbine.TileEntityTurbineRotor                                          | mekanismgenerators:turbine_rod                        |      yes |
| mekanism.generators.common.tile.turbine.TileEntityTurbineValve                                          | mekanismgenerators:turbine_valve                      |      yes |
| mekanism.generators.common.tile.turbine.TileEntityTurbineVent                                           | mekanismgenerators:turbine_vent                       |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityAirLock                                                | minecraft:gc air lock frame                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityAirLockController                                      | minecraft:gc air lock controller                      |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityAluminumWire                                           | minecraft:gc aluminum wire                            |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityAluminumWireSwitch                                     | minecraft:gc switchable aluminum wire                 |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityArclamp                                                | minecraft:gc arc lamp                                 |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityBuggyFueler                                            | minecraft:gc buggy fueler                             |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityBuggyFuelerSingle                                      | minecraft:gc buggy fueler single                      |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityCargoLoader                                            | minecraft:gc cargo loader                             |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityCargoUnloader                                          | minecraft:gc cargo unloader                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityCircuitFabricator                                      | minecraft:gc circuit fabricator                       |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityCoalGenerator                                          | minecraft:gc coal generator                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityCrafting                                               | minecraft:gc magnetic crafting table                  |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityDeconstructor                                          | minecraft:gc deconstructor                            |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityDish                                                   | minecraft:gc radio telescope                          |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityDungeonSpawner                                         | minecraft:gc dungeon boss spawner                     |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityElectricFurnace                                        | minecraft:gc electric furnace                         |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityElectricIngotCompressor                                | minecraft:gc electric ingot compressor                |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityEmergencyBox                                           | minecraft:gc emergency post                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityEnergyStorageModule                                    | minecraft:gc energy storage module                    |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityFallenMeteor                                           | minecraft:gc fallen meteor                            |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityFluidPipe                                              | minecraft:gc oxygen pipe                              |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityFluidTank                                              | minecraft:gc fluid tank                               |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityFuelLoader                                             | minecraft:gc fuel loader                              |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityIngotCompressor                                        | minecraft:gc ingot compressor                         |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityLandingPad                                             | minecraft:gc landing pad full                         |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityLandingPadSingle                                       | minecraft:gc landing pad                              |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityMulti                                                  | minecraft:gc dummy block                              |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityNasaWorkbench                                          | minecraft:gc nasa workbench                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityNull                                                   | minecraft:gc null tile                                |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenCollector                                        | minecraft:gc air collector                            |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenCompressor                                       | minecraft:gc air compressor                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenDecompressor                                     | minecraft:gc oxygen decompressor                      |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenDetector                                         | minecraft:gc oxygen detector                          |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenDistributor                                      | minecraft:gc air distributor                          |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenSealer                                           | minecraft:gc air sealer                               |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityOxygenStorageModule                                    | minecraft:gc oxygen storage module                    |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityPainter                                                | minecraft:gc painter                                  |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityPanelLight                                             | minecraft:gc panel lighting                           |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityParaChest                                              | minecraft:gc parachest tile                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityPlatform                                               | minecraft:gc platform                                 |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityPlayerDetector                                         | minecraft:gc player detector                          |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityRefinery                                               | minecraft:gc refinery                                 |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityScreen                                                 | minecraft:gc view screen                              |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntitySolar                                                  | minecraft:gc solar panel                              |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntitySpaceStationBase                                       | minecraft:gc space station                            |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityTelemetry                                              | minecraft:gc telemetry unit                           |      yes |
| micdoodle8.mods.galacticraft.core.tile.TileEntityThruster                                               | minecraft:gc space station thruster                   |        - |
| micdoodle8.mods.galacticraft.core.tile.TileEntityTreasureChest                                          | minecraft:gc treasure chest                           |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityBeamReceiver                              | minecraft:gc beam receiver                            |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityBeamReflector                             | minecraft:gc beam reflector                           |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityMinerBase                                 | minecraft:gc astro miner base                         |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityMinerBaseSingle                           | minecraft:gc astro miner base builder                 |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityShortRangeTelepad                         | minecraft:gc short range telepad                      |      yes |
| micdoodle8.mods.galacticraft.planets.asteroids.tile.TileEntityTelepadFake                               | minecraft:gc fake short range telepad                 |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityCryogenicChamber                               | minecraft:gc cryogenic chamber                        |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityDungeonSpawnerMars                             | minecraft:gc mars dungeon spawner                     |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityElectrolyzer                                   | minecraft:gc water electrolyzer                       |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityGasLiquefier                                   | minecraft:gc gas liquefier                            |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityLaunchController                               | minecraft:gc launch controller                        |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityMethaneSynthesizer                             | minecraft:gc methane synthesizer                      |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntitySlimelingEgg                                   | minecraft:gc slimeling egg                            |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityTerraformer                                    | minecraft:gc planet terraformer                       |      yes |
| micdoodle8.mods.galacticraft.planets.mars.tile.TileEntityTreasureChestMars                              | minecraft:gc tier 2 treasure chest                    |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntityCrashedProbe                                  | minecraft:gc crashed probe                            |        - |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntityDungeonSpawnerVenus                           | minecraft:gc venus dungeon spawner                    |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntityGeothermalGenerator                           | minecraft:gc geothermal generator                     |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntityLaserTurret                                   | minecraft:gc laser turret                             |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntitySolarArrayController                          | minecraft:gc solar array controller                   |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntitySolarArrayModule                              | minecraft:gc solar array module                       |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntitySpout                                         | minecraft:gc venus spout                              |      yes |
| micdoodle8.mods.galacticraft.planets.venus.tile.TileEntityTreasureChestVenus                            | minecraft:gc tier 3 treasure chest                    |      yes |
| mods.railcraft.common.blocks.detector.TileDetector                                                      | railcraft:detector                                    |      yes |
| mods.railcraft.common.blocks.logbook.TileLogbook                                                        | railcraft:logbook                                     |      yes |
| mods.railcraft.common.blocks.machine.charge.TileChargeFeederAdmin                                       | railcraft:charge_feeder_admin                         |      yes |
| mods.railcraft.common.blocks.machine.charge.TileChargeFeederIC2                                         | railcraft:charge_feeder_ic2                           |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileFeedStation                                          | railcraft:equipment_feed_station                      |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileRollingMachineManual                                 | railcraft:equipment_rolling_manual                    |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileRollingMachinePowered                                | railcraft:equipment_rolling_powered                   |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileSmoker                                               | railcraft:equipment_smoker                            |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileSteamTrapAuto                                        | railcraft:steam_trap_auto                             |      yes |
| mods.railcraft.common.blocks.machine.equipment.TileSteamTrapManual                                      | railcraft:steam_trap_manual                           |      yes |
