+-------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------+--------+------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------+--------+------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+
| Mod name                      | Registry name                                                      | BlockID | Subtypes | Item ID | Item meta | Display name                                              | Exists | Ore Dict keys                                              | NBT                                                                                                     |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |         7 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |         8 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |         9 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        10 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        11 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        12 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        13 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        14 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow                                             |    1523 |     true |    4904 |        15 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         0 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         1 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         2 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         3 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         4 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         5 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         6 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         7 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         8 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |         9 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        10 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        11 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        12 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        13 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        14 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow1                                            |    1524 |     true |    4905 |        15 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:concrete_yellow2                                            |    1525 |    false |    4906 |         0 | Yellow Concrete                                           | true   | blockConcrete,blockConcreteYellow                          |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         0 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         1 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         2 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         3 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         4 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         5 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         6 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         7 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         8 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |         9 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |        10 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diamond                                                     |    1539 |     true |    4920 |        11 | Block of Diamond                                          | true   | blockDiamond                                               |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         0 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         1 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         2 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         3 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         4 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         5 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         6 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         7 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         8 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |         9 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        10 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        11 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        12 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        13 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        14 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite                                                     |    1540 |     true |    4921 |        15 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         0 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         1 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         2 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         3 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         4 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         5 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         6 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         7 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         8 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |         9 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        10 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        11 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        12 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        13 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        14 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite1                                                    |    1541 |     true |    4922 |        15 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:diorite2                                                    |    1542 |    false |    4923 |         0 | Diorite                                                   | true   | stoneDiorite,stoneDioritePolished                          |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         0 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         1 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         2 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         3 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         4 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         5 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         6 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         7 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         8 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |         9 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        10 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        11 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        12 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        13 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        14 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:dirt                                                        |    1543 |     true |    4924 |        15 | Dirt                                                      | true   | dirt                                                       |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         0 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         1 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         2 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         3 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         4 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         5 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         6 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         7 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         8 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |         9 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |        10 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |        11 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |        12 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:emerald                                                     |    1545 |     true |    4926 |        13 | Block of Emerald                                          | true   | blockEmerald                                               |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         0 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         1 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         2 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         3 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         4 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         5 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         6 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         7 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         8 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |         9 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        10 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        11 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        12 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        13 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        14 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone                                                    |    1549 |     true |    4930 |        15 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
| Chisel                        | chisel:endstone1                                                   |    1550 |     true |    4931 |         0 | Endstone                                                  | true   | endstone                                                   |                                                                                                         |
