+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                        |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                              |
| *** ALSO ***                                                                                                                                                                                                                           |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                              |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                               |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                              |
+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| Mod name                   | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                               |
| Natura                     | natura:soups                                    |    8421 |        9 |     true | Berry Medley                        |      5 |        1.4 |                                                             |
| NetherEx                   | netherex:congealed_magma_cream                  |    8737 |        0 |    false | Congealed Magma Cream               |      1 |        0.3 | foodCongealedmagmacream                                     |
| NetherEx                   | netherex:enoki_mushroom                         |    8738 |        0 |    false | Enoki Mushroom                      |      3 |        0.7 | cropEnokimushroom,listAllmushroom,listAllveggie,mushroomAny |
| NetherEx                   | netherex:ghast_meat_cooked                      |    8736 |        0 |    false | Cooked Ghast Meat                   |      8 |        1.0 | foodMeats,listAllghastcooked,listAllmeatcooked              |
| NetherEx                   | netherex:ghast_meat_raw                         |    8735 |        0 |    false | Raw Ghast Meat                      |      4 |        0.5 | foodMeats,listAllghastraw,listAllmeatraw                    |
| Pam's BrewCraft            | brewcraft:beachrumitem                          |    9020 |        0 |    false | Beach Rum                           |      8 |        1.2 | alcoholBeachrum                                             |
| Pam's BrewCraft            | brewcraft:blackholewhiskeyitem                  |    9039 |        0 |    false | Black Hole Whiskey                  |      8 |        1.2 | alcoholBlackholewhiskey                                     |
| Pam's BrewCraft            | brewcraft:bluebeeritem                          |    9044 |        0 |    false | Blue Beer                           |      8 |        1.2 | alcoholBluebeer                                             |
| Pam's BrewCraft            | brewcraft:borgiaabsintheitem                    |    9042 |        0 |    false | Borgia Absinthe                     |     10 |        1.2 | alcoholBorgiaabsinthe                                       |
| Pam's BrewCraft            | brewcraft:cherryvodkaitem                       |    9021 |        0 |    false | Cherry Vodka                        |      8 |        1.2 | alcoholCherryvodka                                          |
| Pam's BrewCraft            | brewcraft:coconutrumitem                        |    9022 |        0 |    false | Coconut Rum                         |      8 |        1.2 | alcoholCoconutrumm                                          |
| Pam's BrewCraft            | brewcraft:ghostpepperabsintheitem               |    9041 |        0 |    false | Ghost Pepper Absinthe               |      9 |        1.2 | alcoholGhostpepperabsinthe                                  |
| Pam's BrewCraft            | brewcraft:goldschlageritem                      |    9038 |        0 |    false | Gold Schlager                       |     10 |        1.2 | alcoholGoldschlager                                         |
| Pam's BrewCraft            | brewcraft:handmadevodkaitem                     |    9023 |        0 |    false | Handmade Vodka                      |      8 |        1.2 | alcoholHandmadevodkam                                       |
| Pam's BrewCraft            | brewcraft:hardapplecideritem                    |    9024 |        0 |    false | Hard Apple Cider                    |      8 |        1.2 | alcoholHardapplecider                                       |
| Pam's BrewCraft            | brewcraft:hardlemonadeitem                      |    9025 |        0 |    false | Hard Lemonade                       |      8 |        1.2 | alcoholHardlemonade                                         |
| Pam's BrewCraft            | brewcraft:honeymeaditem                         |    9026 |        0 |    false | Honey Mead                          |     14 |        1.2 | alcoholHoneymead                                            |
| Pam's BrewCraft            | brewcraft:hopsitem                              |    8991 |        0 |    false | Hops                                |      1 |        0.6 | cropHops                                                    |
| Pam's BrewCraft            | brewcraft:malortitem                            |    9045 |        0 |    false | Malort                              |      8 |        1.2 | alcoholMalort                                               |
| Pam's BrewCraft            | brewcraft:pinkmoscatoitem                       |    9027 |        0 |    false | Pink Moscato                        |      8 |        1.2 | alcoholPinkmoscato                                          |
| Pam's BrewCraft            | brewcraft:pmaxrieslingitem                      |    9028 |        0 |    false | P Max Riesling                      |     16 |        1.2 | alcoholPmaxriesling                                         |
| Pam's BrewCraft            | brewcraft:pointthreeryeitem                     |    9040 |        0 |    false | Point Three Rye                     |      9 |        1.2 | alcoholPointthreerye                                        |
| Pam's BrewCraft            | brewcraft:redbeeritem                           |    9043 |        0 |    false | Red Beer                            |      8 |        1.2 | alcoholRedbeer                                              |
| Pam's BrewCraft            | brewcraft:rennalgolditem                        |    9029 |        0 |    false | Rennal Gold                         |      8 |        1.2 | alcoholRennalgold                                           |
| Pam's BrewCraft            | brewcraft:riverchardonnayitem                   |    9030 |        0 |    false | River Chardonnay                    |      8 |        1.2 | alcoholRiverchardonnay                                      |
| Pam's BrewCraft            | brewcraft:sakeitem                              |    9031 |        0 |    false | Sake                                |     12 |        1.2 | alcoholSake                                                 |
| Pam's BrewCraft            | brewcraft:savannazinfandelitem                  |    9032 |        0 |    false | Savanna Zinfandel                   |      8 |        1.2 | alcoholSavannazinfandel                                     |
| Pam's BrewCraft            | brewcraft:spicedrumitem                         |    9033 |        0 |    false | Spiced Rum                          |      8 |        1.2 | alcoholSpicedrum                                            |
| Pam's BrewCraft            | brewcraft:swampmerlotitem                       |    9034 |        0 |    false | Swamp Merlot                        |      8 |        1.2 | alcoholSwampmerlot                                          |
| Pam's BrewCraft            | brewcraft:tiagapinotnoiritem                    |    9035 |        0 |    false | Tiaga Pinot Noir                    |      8 |        1.2 | alcoholTiagapinotnoir                                       |
| Pam's BrewCraft            | brewcraft:totalvodkaitem                        |    9036 |        0 |    false | Total Vodka                         |      8 |        1.2 | alcoholTotalvodka                                           |
| Pam's BrewCraft            | brewcraft:uglyavocadoginitem                    |    9037 |        0 |    false | Ugly Avocado Gin                    |     16 |        1.2 | alcoholUglyavocadogin                                       |
| Pam's HarvestCraft         | harvestcraft:agaveitem                          |    9170 |        0 |    false | Agave                               |      1 |        0.6 | cropAgave,listAllfruit                                      |
| Pam's HarvestCraft         | harvestcraft:akutuqitem                         |   10070 |        0 |    false | Akutuq                              |      5 |        1.2 | foodAkutuq                                                  |
| Pam's HarvestCraft         | harvestcraft:almondbutteritem                   |    9879 |        0 |    false | Almond Butter                       |      1 |        1.2 | foodAlmondbutter,listAllnutbutter                           |
| Pam's HarvestCraft         | harvestcraft:almonditem                         |    9292 |        0 |    false | Almond                              |      1 |        0.6 | cropAlmond,listAllnut                                       |
| Pam's HarvestCraft         | harvestcraft:amaranthitem                       |    9172 |        0 |    false | Amaranth                            |      1 |        0.6 | cropAmaranth,listAllgrain                                   |
| Pam's HarvestCraft         | harvestcraft:anchovypepperonipizzaitem          |   10267 |        0 |    false | Anchovy Pepperoni Pizza             |     13 |        1.2 | foodAnchovypepperonipizza                                   |
| Pam's HarvestCraft         | harvestcraft:anchovyrawitem                     |   10320 |        0 |    false | Raw Anchovy                         |      1 |        0.6 | foodAnchovyraw,listAllfishfresh,listAllfishraw              |
| Pam's HarvestCraft         | harvestcraft:applecideritem                     |    9845 |        0 |    false | Apple Cider                         |      2 |        1.2 | foodApplecider                                              |
| Pam's HarvestCraft         | harvestcraft:applefritteritem                   |    9951 |        0 |    false | Apple Fritter                       |      6 |        1.2 | foodApplefritter                                            |
| Pam's HarvestCraft         | harvestcraft:applejellyitem                     |    9709 |        0 |    false | Apple Jelly                         |      2 |        1.2 | foodApplejelly                                              |
| Pam's HarvestCraft         | harvestcraft:applejellysandwichitem             |    9710 |        0 |    false | Apple Jelly Sandwich                |      6 |        1.2 | foodApplejellysandwich                                      |
| Pam's HarvestCraft         | harvestcraft:applejuiceitem                     |    9430 |        0 |    false | Apple Juice                         |      2 |        1.2 | foodApplejuice,listAlljuice                                 |
| Pam's HarvestCraft         | harvestcraft:applepieitem                       |    9415 |        0 |    false | Apple Pie                           |      5 |        1.2 | foodApplepie                                                |
| Pam's HarvestCraft         | harvestcraft:applesauceitem                     |    9412 |        0 |    false | Apple Sauce                         |      2 |        1.2 | foodApplesauce                                              |
| Pam's HarvestCraft         | harvestcraft:applesmoothieitem                  |    9913 |        0 |    false | Apple Smoothie                      |      3 |        1.2 | foodApplesmoothie,listAllsmoothie                           |
| Pam's HarvestCraft         | harvestcraft:applesnowitem                      |   10130 |        0 |    false | Apple Snow                          |      4 |        1.2 | foodApplesnow                                               |
| Pam's HarvestCraft         | harvestcraft:appleyogurtitem                    |    9686 |        0 |    false | Apple Yogurt                        |      2 |        1.2 | foodAppleyogurt,listAllyogurt                               |
| Pam's HarvestCraft         | harvestcraft:apricotglazedporkitem              |    9776 |        0 |    false | Apricot Glazed Pork                 |      4 |        1.2 | foodApricotglazedpork                                       |
| Pam's HarvestCraft         | harvestcraft:apricotitem                        |    9313 |        0 |    false | Apricot                             |      1 |        0.6 | cropApricot,listAllfruit                                    |
| Pam's HarvestCraft         | harvestcraft:apricotjellyitem                   |    9777 |        0 |    false | Apricot Jelly                       |      2 |        1.2 | foodApricotjelly                                            |
| Pam's HarvestCraft         | harvestcraft:apricotjellysandwichitem           |    9778 |        0 |    false | Apricot Jelly Sandwich              |      6 |        1.2 | foodApricotjellysandwich                                    |
| Pam's HarvestCraft         | harvestcraft:apricotjuiceitem                   |    9451 |        0 |    false | Apricot Juice                       |      2 |        1.2 | foodApricotjuice,listAlljuice                               |
| Pam's HarvestCraft         | harvestcraft:apricotsmoothieitem                |    9779 |        0 |    false | Apricot Smoothie                    |      3 |        1.2 | foodApricotsmoothie,listAllsmoothie                         |
| Pam's HarvestCraft         | harvestcraft:apricotyogurtitem                  |    9775 |        0 |    false | Apricot Yogurt                      |      2 |        1.2 | foodApricotyogurt,listAllyogurt                             |
| Pam's HarvestCraft         | harvestcraft:arrowrootitem                      |    9174 |        0 |    false | Arrowroot                           |      1 |        0.6 | cropArrowroot,listAllveggie                                 |
| Pam's HarvestCraft         | harvestcraft:artichokeitem                      |    9120 |        0 |    false | Artichoke                           |      1 |        0.6 | cropArtichoke,listAllgreenveggie,listAllveggie              |
| Pam's HarvestCraft         | harvestcraft:asparagusitem                      |    9058 |        0 |    false | Asparagus                           |      1 |        0.6 | cropAsparagus,listAllgreenveggie,listAllveggie              |
| Pam's HarvestCraft         | harvestcraft:asparagusquicheitem                |    9611 |        0 |    false | Asparagus Quiche                    |      6 |        1.2 | foodAsparagusquiche                                         |
| Pam's HarvestCraft         | harvestcraft:asparagussoupitem                  |    9612 |        0 |    false | Asparagus Soup                      |      6 |        1.2 | foodAsparagussoup                                           |
| Pam's HarvestCraft         | harvestcraft:avocadoburritoitem                 |    9622 |        0 |    false | Avocado Burrito                     |      8 |        1.2 | foodAvocadoburrito                                          |
| Pam's HarvestCraft         | harvestcraft:avocadoitem                        |    9274 |        0 |    false | Avocado                             |      1 |        0.6 | cropAvocado                                                 |
| Pam's HarvestCraft         | harvestcraft:babaganoushitem                    |   10019 |        0 |    false | Baba Ganoush                        |      5 |        1.2 | foodBabaganoush                                             |
| Pam's HarvestCraft         | harvestcraft:baconandeggsitem                   |    9949 |        0 |    false | Bacon and Eggs                      |      4 |        1.2 | foodBaconandeggs                                            |
| Pam's HarvestCraft         | harvestcraft:baconcheeseburgeritem              |   10218 |        0 |    false | Bacon Cheeseburger                  |     10 |        1.2 | foodBaconcheeseburger                                       |
| Pam's HarvestCraft         | harvestcraft:baconmushroomburgeritem            |   10249 |        0 |    false | Bacon Mushroom Burger               |     11 |        1.2 | foodBaconmushroomburger                                     |
| Pam's HarvestCraft         | harvestcraft:baconpancakesitem                  |   10081 |        0 |    false | Bacon Pancakes                      |      6 |        1.2 | foodBaconpancakes                                           |
| Pam's HarvestCraft         | harvestcraft:baconwrappedchiliitem              |   10143 |        0 |    false | Bacon Wrapped Chili                 |      3 |        1.2 | foodBaconwrappedchili                                       |
| Pam's HarvestCraft         | harvestcraft:baconwrappeddatesitem              |    9798 |        0 |    false | Bacon Wrapped Dates                 |      3 |        1.2 | foodBaconwrappeddates                                       |
| Pam's HarvestCraft         | harvestcraft:bakedalaskaitem                    |   10131 |        0 |    false | Baked Alaska                        |      7 |        1.2 | foodBakedalaska                                             |
| Pam's HarvestCraft         | harvestcraft:bakedbeansitem                     |    9540 |        0 |    false | Baked Beans                         |      4 |        1.2 | foodBakedbeans                                              |
| Pam's HarvestCraft         | harvestcraft:bakedbeetsitem                     |    9577 |        0 |    false | Baked Beets                         |      4 |        1.2 | foodBakedbeets                                              |
| Pam's HarvestCraft         | harvestcraft:bakedcactusitem                    |   10061 |        0 |    false | Baked Cactus                        |      1 |        1.2 | foodBakedcactus                                             |
| Pam's HarvestCraft         | harvestcraft:bakedhamitem                       |    9472 |        0 |    false | Baked Ham                           |      4 |        1.2 | foodBakedham                                                |
| Pam's HarvestCraft         | harvestcraft:bakedsweetpotatoitem               |    9406 |        0 |    false | Baked Sweet Potato                  |      2 |        1.2 |                                                             |
| Pam's HarvestCraft         | harvestcraft:bakedturnipsitem                   |    9590 |        0 |    false | Baked Turnips                       |      5 |        1.2 | foodBakedturnips                                            |
| Pam's HarvestCraft         | harvestcraft:baklavaitem                        |    9697 |        0 |    false | Baklava                             |      8 |        1.2 | foodBaklava                                                 |
| Pam's HarvestCraft         | harvestcraft:bambooshootitem                    |    9068 |        0 |    false | Bamboo Shoot                        |      1 |        0.6 | cropBambooshoot,listAllveggie                               |
| Pam's HarvestCraft         | harvestcraft:bamboosteamedriceitem              |    9771 |        0 |    false | Bamboo Steamed Rice                 |      2 |        1.2 | foodBamboosteamedrice                                       |
| Pam's HarvestCraft         | harvestcraft:bananaitem                         |    9268 |        0 |    false | Banana                              |      1 |        0.6 | cropBanana,listAllfruit                                     |
| Pam's HarvestCraft         | harvestcraft:bananamilkshakeitem                |    9867 |        0 |    false | Banana Milkshake                    |      3 |        1.2 | foodBananamilkshake                                         |
| Pam's HarvestCraft         | harvestcraft:banananutbreaditem                 |    9628 |        0 |    false | Banana Nut Bread                    |      5 |        1.2 | foodBanananutbread                                          |
| Pam's HarvestCraft         | harvestcraft:bananasmoothieitem                 |    9629 |        0 |    false | Banana Smoothie                     |      3 |        1.2 | foodBananasmoothie,listAllsmoothie                          |
| Pam's HarvestCraft         | harvestcraft:bananasplititem                    |    9627 |        0 |    false | Banana Split                        |      7 |        1.2 | foodBananasplit                                             |
| Pam's HarvestCraft         | harvestcraft:bananayogurtitem                   |    9630 |        0 |    false | Banana Yogurt                       |      2 |        1.2 | foodBananayogurt,listAllyogurt                              |
| Pam's HarvestCraft         | harvestcraft:bangersandmashitem                 |    9846 |        0 |    false | Bangers and Mash                    |      9 |        1.2 | foodBangersandmash                                          |
| Pam's HarvestCraft         | harvestcraft:barleyitem                         |    9060 |        0 |    false | Barley                              |      1 |        0.6 | cropBarley,listAllgrain                                     |
| Pam's HarvestCraft         | harvestcraft:bassrawitem                        |   10321 |        0 |    false | Raw Bass                            |      1 |        0.6 | foodBassraw,listAllfishfresh,listAllfishraw                 |
| Pam's HarvestCraft         | harvestcraft:battenbergitem                     |   10241 |        0 |    false | Battenberg                          |     11 |        1.2 | foodBattenberg                                              |
| Pam's HarvestCraft         | harvestcraft:batteredsausageitem                |    9847 |        0 |    false | Battered Sausage                    |      7 |        1.2 | foodBatteredsausage                                         |
| Pam's HarvestCraft         | harvestcraft:bbqchickenbiscuititem              |   10275 |        0 |    false | BBQ Chicken Biscuit                 |     14 |        1.2 | foodBbqchickenbiscuit                                       |
| Pam's HarvestCraft         | harvestcraft:bbqchickenpizzaitem                |   10124 |        0 |    false | BBQ Chicken Pizza                   |      9 |        1.2 | foodBbqchickenpizza                                         |
| Pam's HarvestCraft         | harvestcraft:bbqjackfruititem                   |   10139 |        0 |    false | BBQ Jackfruit                       |      2 |        1.2 | foodBbqjackfruit,listAllporkcooked,listAllporkraw           |
| Pam's HarvestCraft         | harvestcraft:bbqplatteritem                     |   10272 |        0 |    false | BBQ Platter                         |     14 |        1.2 | foodBbqplatter                                              |
| Pam's HarvestCraft         | harvestcraft:bbqpotatochipsitem                 |    9995 |        0 |    false | BBQ Potato Chips                    |      7 |        1.2 | foodBbqpotatochips                                          |
| Pam's HarvestCraft         | harvestcraft:bbqpulledporkitem                  |    9872 |        0 |    false | BBQ Pulled Pork                     |      8 |        1.2 | foodBbqpulledpork                                           |
| Pam's HarvestCraft         | harvestcraft:bbqsauceitem                       |   10106 |        0 |    false | BBQ Sauce                           |      1 |        1.2 | foodBbqsauce                                                |
| Pam's HarvestCraft         | harvestcraft:beanburritoitem                    |    9543 |        0 |    false | Bean Burrito                        |      7 |        1.2 | foodBeanburrito                                             |
| Pam's HarvestCraft         | harvestcraft:beanitem                           |    9130 |        0 |    false | Beans                               |      1 |        0.6 | cropBean,listAllveggie                                      |
| Pam's HarvestCraft         | harvestcraft:beansandriceitem                   |    9541 |        0 |    false | Beans and Rice                      |      5 |        1.2 | foodBeansandrice                                            |
| Pam's HarvestCraft         | harvestcraft:beansontoastitem                   |   10220 |        0 |    false | Beans on Toast                      |     10 |        1.2 | foodBeansontoast                                            |
| Pam's HarvestCraft         | harvestcraft:beefjerkyitem                      |    9763 |        0 |    false | Beef Jerky                          |      3 |        1.2 | foodBeefjerky                                               |
| Pam's HarvestCraft         | harvestcraft:beefwellingtonitem                 |    9813 |        0 |    false | Beef Wellington                     |      7 |        1.2 | foodBeefwellington                                          |
| Pam's HarvestCraft         | harvestcraft:beetburgeritem                     |   10266 |        0 |    false | Beet Burger                         |     13 |        1.2 | foodBeetburger                                              |
| Pam's HarvestCraft         | harvestcraft:beetitem                           |    9078 |        0 |    false | Beet                                |      1 |        0.6 | cropBeet,listAllveggie                                      |
| Pam's HarvestCraft         | harvestcraft:beetsaladitem                      |    9575 |        0 |    false | Beet Salad                          |      6 |        1.2 | foodBeetsalad                                               |
| Pam's HarvestCraft         | harvestcraft:beetsoupitem                       |    9576 |        0 |    false | Beet Soup                           |      4 |        1.2 | foodBeetsoup                                                |
| Pam's HarvestCraft         | harvestcraft:bellpepperitem                     |    9134 |        0 |    false | Bellpepper                          |      1 |        0.6 | cropBellpepper,listAllpepper,listAllveggie                  |
| Pam's HarvestCraft         | harvestcraft:bentoboxitem                       |   10287 |        0 |    false | Bento Box                           |     18 |        1.2 | foodBentobox                                                |
| Pam's HarvestCraft         | harvestcraft:berrymeringuenestitem              |   10132 |        0 |    false | Berry Meringue Nest                 |      8 |        1.2 | foodBerrymeringuenest                                       |
| Pam's HarvestCraft         | harvestcraft:berryvinaigrettesaladitem          |   10020 |        0 |    false | Berry Vinaigrette Salad             |      6 |        1.2 | foodBerryvinaigrettesalad                                   |
| Pam's HarvestCraft         | harvestcraft:bibimbapitem                       |   10126 |        0 |    false | Bibimbap                            |      8 |        1.2 | foodBibimbap                                                |
| Pam's HarvestCraft         | harvestcraft:biscuititem                        |    9662 |        0 |    false | Biscuit                             |      5 |        1.2 | foodBiscuit                                                 |
| Pam's HarvestCraft         | harvestcraft:biscuitsandgravyitem               |    9950 |        0 |    false | Biscuits and Gravy                  |      8 |        1.2 | foodBiscuitsandgravy                                        |
| Pam's HarvestCraft         | harvestcraft:blackberrycobbleritem              |    9673 |        0 |    false | Blackberry Cobbler                  |      5 |        1.2 | foodBlackberrycobbler                                       |
| Pam's HarvestCraft         | harvestcraft:blackberryitem                     |    9046 |        0 |    false | Blackberry                          |      1 |        0.6 | cropBlackberry,listAllberry,listAllfruit                    |
| Pam's HarvestCraft         | harvestcraft:blackberryjellyitem                |    9711 |        0 |    false | Blackberry Jelly                    |      2 |        1.2 | foodBlackberryjelly                                         |
| Pam's HarvestCraft         | harvestcraft:blackberryjellysandwichitem        |    9712 |        0 |    false | Blackberry Jelly Sandwich           |      6 |        1.2 | foodBlackberryjellysandwich                                 |
| Pam's HarvestCraft         | harvestcraft:blackberryjuiceitem                |    9444 |        0 |    false | Blackberry Juice                    |      2 |        1.2 | foodBlackberryjuice,listAlljuice                            |
| Pam's HarvestCraft         | harvestcraft:blackberrysmoothieitem             |    9674 |        0 |    false | Blackberry Smoothie                 |      3 |        1.2 | foodBlackberrysmoothie,listAllsmoothie                      |
| Pam's HarvestCraft         | harvestcraft:blackberryyogurtitem               |    9675 |        0 |    false | Blackberry Yogurt                   |      2 |        1.2 | foodBlackberryyogurt,listAllyogurt                          |
| Pam's HarvestCraft         | harvestcraft:blackpaellaitem                    |   10082 |        0 |    false | Black Paella                        |      7 |        1.2 | foodBlackpaella                                             |
| Pam's HarvestCraft         | harvestcraft:blazingsoupitem                    |   10083 |        0 |    false | Blazing Soup                        |      9 |        1.2 | foodBlazingsoup                                             |
| Pam's HarvestCraft         | harvestcraft:bltitem                            |    9503 |        0 |    false | BLT                                 |      8 |        1.2 | foodBlt                                                     |
| Pam's HarvestCraft         | harvestcraft:blueberryitem                      |    9048 |        0 |    false | Blueberry                           |      1 |        0.6 | cropBlueberry,listAllberry,listAllfruit                     |
| Pam's HarvestCraft         | harvestcraft:blueberryjellyitem                 |    9713 |        0 |    false | Blueberry Jelly                     |      2 |        1.2 | foodBlueberryjelly                                          |
| Pam's HarvestCraft         | harvestcraft:blueberryjellysandwichitem         |    9714 |        0 |    false | Blueberry Jelly Sandwich            |      6 |        1.2 | foodBlueberryjellysandwich                                  |
| Pam's HarvestCraft         | harvestcraft:blueberryjuiceitem                 |    9435 |        0 |    false | Blueberry Juice                     |      2 |        1.2 | foodBlueberryjuice,listAlljuice                             |
| Pam's HarvestCraft         | harvestcraft:blueberrymuffinitem                |    9561 |        0 |    false | Blueberry Muffin                    |      4 |        1.2 | foodBlueberrymuffin                                         |
| Pam's HarvestCraft         | harvestcraft:blueberrypancakesitem              |    9563 |        0 |    false | Blueberry Pancakes                  |      7 |        1.2 | foodBlueberrypancakes                                       |
| Pam's HarvestCraft         | harvestcraft:blueberrypieitem                   |    9560 |        0 |    false | Blueberry Pie                       |      5 |        1.2 | foodBlueberrypie                                            |
| Pam's HarvestCraft         | harvestcraft:blueberrysmoothieitem              |    9559 |        0 |    false | Blueberry Smoothie                  |      3 |        1.2 | foodBlueberrysmoothie,listAllsmoothie                       |
| Pam's HarvestCraft         | harvestcraft:blueberryyogurtitem                |    9667 |        0 |    false | Blueberry Yogurt                    |      2 |        1.2 | foodBlueberryyogurt,listAllyogurt                           |
| Pam's HarvestCraft         | harvestcraft:boiledeggitem                      |    9482 |        0 |    false | Boiled Egg                          |      3 |        1.2 | foodBoiledegg                                               |
| Pam's HarvestCraft         | harvestcraft:bolognaitem                        |   10171 |        0 |    false | Bologna                             |      2 |        1.2 | foodBologna                                                 |
| Pam's HarvestCraft         | harvestcraft:bolognasandwichitem                |   10162 |        0 |    false | Bologna Sandwich                    |      9 |        1.2 | foodBolognasandwich                                         |
| Pam's HarvestCraft         | harvestcraft:braisedonionsitem                  |    9508 |        0 |    false | Braised Onions                      |      5 |        1.2 | foodBraisedonions                                           |
| Pam's HarvestCraft         | harvestcraft:bratwurstitem                      |   10262 |        0 |    false | Bratwurst                           |     13 |        1.2 | foodBratwurst                                               |
| Pam's HarvestCraft         | harvestcraft:breadedporkchopitem                |    9470 |        0 |    false | Breaded Porkchop                    |      5 |        1.2 | foodBreadedporkchop                                         |
| Pam's HarvestCraft         | harvestcraft:breadfruititem                     |    9331 |        0 |    false | Breadfruit                          |      1 |        0.6 | listAllgrain                                                |
| Pam's HarvestCraft         | harvestcraft:breakfastburritoitem               |   10230 |        0 |    false | Breakfast Burrito                   |     10 |        1.2 | foodBreakfastburrito                                        |
| Pam's HarvestCraft         | harvestcraft:briochebunitem                     |   10084 |        0 |    false | Brioche Bun                         |      3 |        1.2 | foodBriochebun                                              |
| Pam's HarvestCraft         | harvestcraft:broccoliitem                       |    9110 |        0 |    false | Broccoli                            |      1 |        0.6 | cropBroccoli,listAllgreenveggie,listAllveggie               |
| Pam's HarvestCraft         | harvestcraft:broccolimacitem                    |    9578 |        0 |    false | Broccoli Mac                        |      4 |        1.2 | foodBroccolimac                                             |
| Pam's HarvestCraft         | harvestcraft:broccolindipitem                   |    9579 |        0 |    false | Broccoli n Dip                      |      3 |        1.2 | foodBroccolindip                                            |
| Pam's HarvestCraft         | harvestcraft:brownieitem                        |    9615 |        0 |    false | Brownie                             |      8 |        1.2 | foodBrownie                                                 |
| Pam's HarvestCraft         | harvestcraft:brusselsproutitem                  |    9122 |        0 |    false | Brussel Sprout                      |      1 |        0.6 | cropBrusselsprout,listAllgreenveggie,listAllveggie          |
| Pam's HarvestCraft         | harvestcraft:bubbleteaitem                      |   10043 |        0 |    false | Bubble Tea                          |      4 |        1.2 | foodBubbletea                                               |
| Pam's HarvestCraft         | harvestcraft:bulgogiitem                        |   10031 |        0 |    false | Bulgogi                             |      7 |        1.2 | foodBulgogi                                                 |
| Pam's HarvestCraft         | harvestcraft:buttercookieitem                   |    9992 |        0 |    false | Butter Cookie                       |      6 |        1.2 | foodButtercookie,listAllcookie                              |
| Pam's HarvestCraft         | harvestcraft:butteredpotatoitem                 |    9459 |        0 |    false | Buttered Potato                     |      4 |        1.2 | foodButteredpotato                                          |
| Pam's HarvestCraft         | harvestcraft:buttertartitem                     |   10240 |        0 |    false | Butter Tart                         |     10 |        1.2 | foodButtertart                                              |
| Pam's HarvestCraft         | harvestcraft:cabbageitem                        |    9124 |        0 |    false | Cabbage                             |      1 |        0.6 | cropCabbage,listAllgreenveggie,listAllveggie                |
| Pam's HarvestCraft         | harvestcraft:cactusfruititem                    |    9056 |        0 |    false | Cactus Fruit                        |      1 |        0.6 | cropCactusfruit,listAllfruit                                |
| Pam's HarvestCraft         | harvestcraft:cactusfruitjuiceitem               |    9448 |        0 |    false | Cactus Fruit Juice                  |      2 |        1.2 | foodCactusfruitjuice,listAlljuice                           |
| Pam's HarvestCraft         | harvestcraft:cactussoupitem                     |    9657 |        0 |    false | Cactus Soup                         |      3 |        1.2 | foodCactussoup                                              |
| Pam's HarvestCraft         | harvestcraft:calamaricookeditem                 |    9400 |        0 |    false | Cooked Calamari                     |      2 |        1.2 | foodCalamaricooked,listAllfishcooked                        |
| Pam's HarvestCraft         | harvestcraft:calamarirawitem                    |    9399 |        0 |    false | Raw Calamari                        |      1 |        0.6 | foodCalamariraw,listAllfishfresh,listAllfishraw             |
| Pam's HarvestCraft         | harvestcraft:californiarollitem                 |    9818 |        0 |    false | California Roll                     |      6 |        1.2 | foodCaliforniaroll                                          |
| Pam's HarvestCraft         | harvestcraft:candiedgingeritem                  |    9593 |        0 |    false | Candied Ginger                      |      2 |        1.2 | foodCandiedginger                                           |
| Pam's HarvestCraft         | harvestcraft:candiedlemonitem                   |    9557 |        0 |    false | Candied Lemon                       |      2 |        1.2 | foodCandiedlemon                                            |
| Pam's HarvestCraft         | harvestcraft:candiedpecansitem                  |   10054 |        0 |    false | Candied Pecans                      |      3 |        1.2 | foodCandiedpecans                                           |
| Pam's HarvestCraft         | harvestcraft:candiedsweetpotatoesitem           |    9582 |        0 |    false | Candied Sweet Potatoes              |      3 |        1.2 | foodCandiedsweetpotatoes                                    |
| Pam's HarvestCraft         | harvestcraft:candiedwalnutsitem                 |    9614 |        0 |    false | Candied Walnuts                     |      4 |        1.2 | foodCandiedwalnuts                                          |
| Pam's HarvestCraft         | harvestcraft:candleberryitem                    |    9050 |        0 |    false | Candleberry                         |      1 |        0.6 | cropCandle,cropCandleberry                                  |
| Pam's HarvestCraft         | harvestcraft:cantaloupeitem                     |    9070 |        0 |    false | Cantaloupe                          |      1 |        0.6 | cropCantaloupe,listAllfruit                                 |
| Pam's HarvestCraft         | harvestcraft:cantonesegreensitem                |   10071 |        0 |    false | Cantonese Greens                    |      2 |        1.2 | foodCantonesegreens                                         |
| Pam's HarvestCraft         | harvestcraft:cantonesenoodlesitem               |   10234 |        0 |    false | Cantonese Noodles                   |     10 |        1.2 | foodCantonesenoodles                                        |
