+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                        |
| of the Block class in question. The actual final values may be different                                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                                            |
+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| Mod name                      | Registry name                                                      |   Hardness |          Resistance |
| Enchanting Plus               | eplus:decorative_book                                              |       1.50 |                7.50 |
| Ender IO                      | enderio:block_advanced_power_monitor                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_alloy                                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_alloy_endergy                                        |       0.50 |                2.50 |
| Ender IO                      | enderio:block_alloy_smelter                                        |       2.00 |               10.00 |
| Ender IO                      | enderio:block_attractor_obelisk                                    |       2.00 |               10.00 |
| Ender IO                      | enderio:block_aversion_obelisk                                     |       2.00 |               10.00 |
| Ender IO                      | enderio:block_broken_anvil                                         |       5.00 |             3600.00 |
| Ender IO                      | enderio:block_buffer                                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_cap_bank                                             |       2.00 |               10.00 |
| Ender IO                      | enderio:block_cold_fire                                            |       0.00 |                0.00 |
| Ender IO                      | enderio:block_combustion_generator                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_concussion_charge                                    |       0.00 |                0.00 |
| Ender IO                      | enderio:block_conduit_bundle                                       |       1.50 |               30.00 |
| Ender IO                      | enderio:block_confusion_charge                                     |       0.00 |                0.00 |
| Ender IO                      | enderio:block_crafter                                              |       2.00 |               10.00 |
| Ender IO                      | enderio:block_creative_spawner                                     |      -1.00 |         18000000.00 |
| Ender IO                      | enderio:block_dark_fused_glass                                     |       0.50 |                2.50 |
| Ender IO                      | enderio:block_dark_fused_quartz                                    |       0.50 |                2.50 |
| Ender IO                      | enderio:block_dark_iron_bars                                       |       5.00 |             6000.00 |
| Ender IO                      | enderio:block_dark_paper_anvil                                     |       0.10 |                0.50 |
| Ender IO                      | enderio:block_dark_steel_anvil                                     |       5.00 |             3600.00 |
| Ender IO                      | enderio:block_dark_steel_door                                      |       5.00 |             6000.00 |
| Ender IO                      | enderio:block_dark_steel_ladder                                    |       0.40 |                2.00 |
| Ender IO                      | enderio:block_dark_steel_trapdoor                                  |       5.00 |             6000.00 |
| Ender IO                      | enderio:block_decoration1                                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_decoration2                                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_decoration3                                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_detector_block                                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_detector_block_silent                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_dialing_device                                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_electric_light                                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_enchanter                                            |       2.00 |               10.00 |
| Ender IO                      | enderio:block_end_iron_bars                                        |       5.00 |             3000.00 |
| Ender IO                      | enderio:block_ender_charge                                         |       0.00 |                0.00 |
| Ender IO                      | enderio:block_ender_generator                                      |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enderman_skull                                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_enhanced_alloy_smelter                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_alloy_smelter_top                           |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_combustion_generator                        |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_combustion_generator_top                    |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_sag_mill                                    |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_sag_mill_top                                |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_vat                                         |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_vat_top                                     |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_wired_charger                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_wired_charger_top                           |       2.00 |               10.00 |
| Ender IO                      | enderio:block_enhanced_wireless_charger                            |       0.50 |                2.50 |
| Ender IO                      | enderio:block_enlightened_fused_glass                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_enlightened_fused_quartz                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_exit_rail                                            |       0.00 |                0.00 |
| Ender IO                      | enderio:block_experience_obelisk                                   |       2.00 |               10.00 |
| Ender IO                      | enderio:block_farm_station                                         |       2.00 |               10.00 |
| Ender IO                      | enderio:block_fluid_cloud_seed                                     |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_cloud_seed_concentrated                        |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_conductive_iron                                |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_construction_alloy                             |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_crude_steel                                    |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_crystalline_alloy                              |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_crystalline_pink_slime                         |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_dark_steel                                     |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_electrical_steel                               |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_end_steel                                      |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_ender                                          |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_ender_distillation                             |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_energetic_alloy                                |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_energetic_silver                               |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_fire_water                                     |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_glowstone                                      |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_hootch                                         |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_liquid_sunshine                                |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_melodic_alloy                                  |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_nutrient_distillation                          |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_pulsating_iron                                 |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_redstone                                       |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_redstone_alloy                                 |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_rocket_fuel                                    |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_soularium                                      |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_stellar_alloy                                  |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_vapor_of_levity                                |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_vibrant_alloy                                  |       0.00 |                0.00 |
| Ender IO                      | enderio:block_fluid_vivid_alloy                                    |       0.00 |                0.00 |
| Ender IO                      | enderio:block_franken_zombie_generator                             |       2.00 |               10.00 |
| Ender IO                      | enderio:block_fused_glass                                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_fused_quartz                                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_gauge                                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_dark_fused_glass                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_dark_fused_quartz                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_enlightened_fused_glass                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_enlightened_fused_quartz                        |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_fog                                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_fused_glass                                     |       0.50 |                2.50 |
| Ender IO                      | enderio:block_holy_fused_quartz                                    |       0.50 |                2.50 |
| Ender IO                      | enderio:block_impulse_hopper                                       |       2.00 |               10.00 |
| Ender IO                      | enderio:block_industrial_insulation                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_infinity                                             |      50.00 |             6000.00 |
| Ender IO                      | enderio:block_infinity_fog                                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_inhibitor_obelisk                                    |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_big                                  |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_enormous                             |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_huge                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_large                                |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_medium                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_small                                |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_tiny                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_warehouse                            |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_chest_warehouse13                          |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_panel                                      |       2.00 |               10.00 |
| Ender IO                      | enderio:block_inventory_panel_sensor                               |       2.00 |               10.00 |
| Ender IO                      | enderio:block_killer_joe                                           |       2.00 |               10.00 |
| Ender IO                      | enderio:block_lava_generator                                       |       2.00 |               10.00 |
| Ender IO                      | enderio:block_light_node                                           |       0.50 |                2.50 |
| Ender IO                      | enderio:block_machine_base                                         |       0.00 |                0.00 |
| Ender IO                      | enderio:block_machine_io                                           |       0.00 |                0.00 |
| Ender IO                      | enderio:block_niard                                                |       2.00 |               10.00 |
| Ender IO                      | enderio:block_normal_wireless_charger                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_dark_fused_glass                            |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_dark_fused_quartz                           |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_enlightened_fused_glass                     |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_enlightened_fused_quartz                    |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_fused_glass                                 |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_holy_fused_quartz                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_dark_fused_glass                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_dark_fused_quartz                        |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_enlightened_fused_glass                  |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_enlightened_fused_quartz                 |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_fused_glass                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_pasture_fused_quartz                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_dark_fused_glass                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_dark_fused_quartz                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_enlightened_fused_glass                   |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_enlightened_fused_quartz                  |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_fused_glass                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_not_unholy_fused_quartz                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_omni_reservoir                                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_carpet                                       |       0.10 |                0.50 |
| Ender IO                      | enderio:block_painted_dark_steel_door                              |       5.00 |             6000.00 |
| Ender IO                      | enderio:block_painted_dark_steel_trapdoor                          |       5.00 |             6000.00 |
| Ender IO                      | enderio:block_painted_double_slab                                  |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_fence                                        |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_fence_gate                                   |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_fused_quartz                                 |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_fused_quartz1                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_fused_quartz2                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_glowstone                                    |       0.30 |                1.50 |
| Ender IO                      | enderio:block_painted_glowstone_solid                              |       0.30 |                1.50 |
| Ender IO                      | enderio:block_painted_iron_door                                    |       5.00 |               25.00 |
| Ender IO                      | enderio:block_painted_iron_trapdoor                                |       5.00 |               25.00 |
| Ender IO                      | enderio:block_painted_packed_ice                                   |       0.00 |                0.00 |
| Ender IO                      | enderio:block_painted_packed_ice_solid                             |       0.00 |                0.00 |
| Ender IO                      | enderio:block_painted_pressure_plate                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_redstone                                     |       5.00 |               30.00 |
| Ender IO                      | enderio:block_painted_redstone_solid                               |       5.00 |               30.00 |
| Ender IO                      | enderio:block_painted_reinforced_obsidian                          |      50.00 |             6000.00 |
| Ender IO                      | enderio:block_painted_reinforced_obsidian_nonsolid                 |      50.00 |             6000.00 |
| Ender IO                      | enderio:block_painted_sand                                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_painted_slab                                         |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_stair                                        |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_stone                                        |       2.00 |               30.00 |
| Ender IO                      | enderio:block_painted_stone_double_slab                            |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_stone_fence                                  |       2.00 |               30.00 |
| Ender IO                      | enderio:block_painted_stone_slab                                   |       2.00 |               15.00 |
| Ender IO                      | enderio:block_painted_stone_stair                                  |       2.00 |               30.00 |
| Ender IO                      | enderio:block_painted_wall                                         |       2.00 |               30.00 |
| Ender IO                      | enderio:block_painted_wooden_door                                  |       3.00 |               15.00 |
| Ender IO                      | enderio:block_painted_wooden_trapdoor                              |       3.00 |               15.00 |
| Ender IO                      | enderio:block_painted_workbench                                    |       2.50 |               12.50 |
| Ender IO                      | enderio:block_painter                                              |       2.00 |               10.00 |
| Ender IO                      | enderio:block_pasture_dark_fused_glass                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_pasture_dark_fused_quartz                            |       0.50 |                2.50 |
| Ender IO                      | enderio:block_pasture_enlightened_fused_glass                      |       0.50 |                2.50 |
| Ender IO                      | enderio:block_pasture_enlightened_fused_quartz                     |       0.50 |                2.50 |
| Ender IO                      | enderio:block_pasture_fused_glass                                  |       0.50 |                2.50 |
| Ender IO                      | enderio:block_pasture_fused_quartz                                 |       0.50 |                2.50 |
| Ender IO                      | enderio:block_power_monitor                                        |       2.00 |               10.00 |
| Ender IO                      | enderio:block_powered_spawner                                      |       2.00 |               10.00 |
| Ender IO                      | enderio:block_reinforced_obsidian                                  |      50.00 |             6000.00 |
| Ender IO                      | enderio:block_relocator_obelisk                                    |       2.00 |               10.00 |
| Ender IO                      | enderio:block_reservoir                                            |       0.50 |                2.50 |
| Ender IO                      | enderio:block_sag_mill                                             |       2.00 |               10.00 |
| Ender IO                      | enderio:block_self_resetting_lever10                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever10i                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever30                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever300                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever300i                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever30i                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever5                                |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever5i                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever60                               |       0.50 |                2.50 |
| Ender IO                      | enderio:block_self_resetting_lever60i                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_simple_alloy_smelter                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_simple_crafter                                       |       2.00 |               10.00 |
| Ender IO                      | enderio:block_simple_furnace                                       |       2.00 |               10.00 |
| Ender IO                      | enderio:block_simple_sag_mill                                      |       2.00 |               10.00 |
| Ender IO                      | enderio:block_simple_stirling_generator                            |       2.00 |               10.00 |
| Ender IO                      | enderio:block_simple_wired_charger                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_slice_and_splice                                     |       2.00 |               10.00 |
| Ender IO                      | enderio:block_solar_panel                                          |       0.50 |                2.50 |
| Ender IO                      | enderio:block_soul_binder                                          |       2.00 |               10.00 |
| Ender IO                      | enderio:block_stirling_generator                                   |       2.00 |               10.00 |
| Ender IO                      | enderio:block_tank                                                 |       2.00 |               10.00 |
| Ender IO                      | enderio:block_tele_pad                                             |       2.00 |               10.00 |
| Ender IO                      | enderio:block_transceiver                                          |       2.00 |               10.00 |
| Ender IO                      | enderio:block_travel_anchor                                        |       2.00 |               10.00 |
| Ender IO                      | enderio:block_unholy_dark_fused_glass                              |       0.50 |                2.50 |
| Ender IO                      | enderio:block_unholy_dark_fused_quartz                             |       0.50 |                2.50 |
| Ender IO                      | enderio:block_unholy_enlightened_fused_glass                       |       0.50 |                2.50 |
| Ender IO                      | enderio:block_unholy_enlightened_fused_quartz                      |       0.50 |                2.50 |
| Ender IO                      | enderio:block_unholy_fused_glass                                   |       0.50 |                2.50 |
| Ender IO                      | enderio:block_unholy_fused_quartz                                  |       0.50 |                2.50 |
| Ender IO                      | enderio:block_vacuum_chest                                         |       0.50 |                2.50 |
| Ender IO                      | enderio:block_vat                                                  |       2.00 |               10.00 |
| Ender IO                      | enderio:block_weather_obelisk                                      |       2.00 |               10.00 |
| Ender IO                      | enderio:block_wired_charger                                        |       2.00 |               10.00 |
| Ender IO                      | enderio:block_wireless_charger                                     |       0.50 |                2.50 |
| Ender IO                      | enderio:block_wireless_charger_extension                           |       0.50 |                2.50 |
| Ender IO                      | enderio:block_xp_vacuum                                            |       0.50 |                2.50 |
| Ender IO                      | enderio:block_zombie_generator                                     |       2.00 |               10.00 |
| Ender Zoo                     | enderzoo:blockconcussioncharge                                     |       0.00 |                0.00 |
| Ender Zoo                     | enderzoo:blockconfusingcharge                                      |       0.00 |                0.00 |
| Ender Zoo                     | enderzoo:blockendercharge                                          |       0.00 |                0.00 |
| EnderStorage                  | enderstorage:ender_storage                                         |      20.00 |              300.00 |
| Extra Planets                 | extraplanets:advanced_fuel_loader                                  |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:advanced_launch_pad                                   |       1.00 |               30.00 |
| Extra Planets                 | extraplanets:advanced_launch_pad_full                              |       1.00 |               30.00 |
| Extra Planets                 | extraplanets:advanced_oxygen_compressor                            |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:advanced_refinery                                     |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:ash_rock                                              |       2.00 |                4.50 |
| Extra Planets                 | extraplanets:basic_chemical_injector                               |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_crystallizer                                    |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_decontamination_unit                            |       3.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_decontamination_unit_fake_block                 |       0.60 | 3000000028082176.00 |
| Extra Planets                 | extraplanets:basic_decrystallizer                                  |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_densifier                                       |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_purifier                                        |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_smasher                                         |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:basic_solar_evaporation_chamber                       |       1.00 |                7.50 |
| Extra Planets                 | extraplanets:block_multi                                           |       1.00 | 3000000028082176.00 |
| Extra Planets                 | extraplanets:cake_blocks                                           |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:callisto                                              |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:callisto_gravel                                       |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:candy_blocks                                          |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:candy_blocks_horizontal                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:ceres                                                 |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:ceres_gravel                                          |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:ceres_stairs_stone                                    |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:ceres_stairs_stone_bricks                             |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:ceres_stairs_sub_surface                              |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:ceres_stairs_surface                                  |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:clean_water                                           |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:coal_grit                                             |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:decorative_blocks                                     |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:decorative_blocks2                                    |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:deimos                                                |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:deimos_gravel                                         |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:dense_ice                                             |       2.20 |                9.00 |
| Extra Planets                 | extraplanets:diamond_grit                                          |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:emerald_grit                                          |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:eris                                                  |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:eris_gravel                                           |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:eris_spawner                                          | 1000000.00 |          1000000.00 |
| Extra Planets                 | extraplanets:eris_stairs_stone                                     |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:eris_stairs_stone_bricks                              |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:eris_stairs_sub_surface                               |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:eris_stairs_surface                                   |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:europa                                                |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:europa_gravel                                         |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:fire_bomb                                             |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:fossil                                                |       2.50 |                3.00 |
| Extra Planets                 | extraplanets:frozen_nitrogen                                       |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:frozen_water                                          |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:ganymede                                              |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:ganymede_gravel                                       |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:glowstone                                             |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:gold_grit                                             |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:iapetus                                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:iapetus_gravel                                        |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:infected_water                                        |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:io                                                    |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:io_gravel                                             |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:iron_grit                                             |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:jupiter                                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:jupiter_gravel                                        |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:jupiter_spawner                                       | 1000000.00 |          1000000.00 |
| Extra Planets                 | extraplanets:jupiter_stairs_stone                                  |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:jupiter_stairs_stone_bricks                           |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:jupiter_stairs_sub_surface                            |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:jupiter_stairs_surface                                |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:kepler22b                                             |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_blue_grass                                  |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_flowers                                     |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_grass                                       |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_infected_grass                              |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_maple_logs                                  |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:kepler22b_maple_logs2                                 |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:kepler22b_maple_saplings                              |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_new_maple_leaves                            |       0.20 |                1.00 |
| Extra Planets                 | extraplanets:kepler22b_new_maple_leaves_2                          |       0.20 |                1.00 |
| Extra Planets                 | extraplanets:kepler22b_planks                                      |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_purple_grass                                |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_red_grass                                   |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:kepler22b_yellow_grass                                |       0.60 |                0.00 |
| Extra Planets                 | extraplanets:liquid_caramel                                        |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:liquid_chocolate                                      |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:liquid_hydrocarbon                                    |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:magma                                                 |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:mercury                                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:mercury_gravel                                        |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:mercury_spawner                                       | 1000000.00 |          1000000.00 |
| Extra Planets                 | extraplanets:mercury_stairs_stone                                  |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:mercury_stairs_stone_bricks                           |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:mercury_stairs_sub_surface                            |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:mercury_stairs_surface                                |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:methane                                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:neptune                                               |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:neptune_spawner                                       | 1000000.00 |          1000000.00 |
| Extra Planets                 | extraplanets:neptune_stairs_stone                                  |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:neptune_stairs_stone_bricks                           |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:neptune_stairs_sub_surface                            |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:neptune_stairs_surface                                |       2.00 |               10.00 |
| Extra Planets                 | extraplanets:nitrogen                                              |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:nitrogen_ice                                          |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:nuclear_bomb                                          |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:oberon                                                |       0.00 |                0.00 |
| Extra Planets                 | extraplanets:oberon_gravel                                         |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:orange_sand                                           |       0.60 |                3.00 |
| Extra Planets                 | extraplanets:orange_sandstone                                      |       2.00 |                6.00 |
