+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
| minecraft:item.bucket.empty_lava                    | 512 |
| minecraft:item.bucket.fill                          | 513 |
| minecraft:item.bucket.fill_lava                     | 514 |
| minecraft:item.chorus_fruit.teleport                | 515 |
| minecraft:item.elytra.flying                        | 516 |
| minecraft:item.firecharge.use                       | 517 |
| minecraft:item.flintandsteel.use                    | 518 |
| minecraft:item.hoe.till                             | 519 |
| minecraft:item.shield.block                         | 520 |
| minecraft:item.shield.break                         | 521 |
| minecraft:item.shovel.flatten                       | 522 |
| minecraft:item.totem.use                            | 523 |
| minecraft:music.creative                            | 524 |
| minecraft:music.credits                             | 525 |
| minecraft:music.dragon                              | 526 |
| minecraft:music.end                                 | 527 |
| minecraft:music.game                                | 528 |
| minecraft:music.menu                                | 529 |
| minecraft:music.nether                              | 530 |
| minecraft:record.11                                 | 531 |
| minecraft:record.13                                 | 532 |
| minecraft:record.blocks                             | 533 |
| minecraft:record.cat                                | 534 |
| minecraft:record.chirp                              | 535 |
| minecraft:record.far                                | 536 |
| minecraft:record.mall                               | 537 |
| minecraft:record.mellohi                            | 538 |
| minecraft:record.stal                               | 539 |
| minecraft:record.strad                              | 540 |
| minecraft:record.wait                               | 541 |
| minecraft:record.ward                               | 542 |
| minecraft:ui.button.click                           | 543 |
| minecraft:ui.toast.challenge_complete               | 546 |
| minecraft:ui.toast.in                               | 544 |
| minecraft:ui.toast.out                              | 545 |
| minecraft:weather.rain                              | 547 |
| minecraft:weather.rain.above                        | 548 |
| mowziesmobs:barako.angry1                           | 800 |
| mowziesmobs:barako.angry2                           | 801 |
| mowziesmobs:barako.angry3                           | 802 |
| mowziesmobs:barako.angry4                           | 803 |
| mowziesmobs:barako.angry5                           | 804 |
| mowziesmobs:barako.angry6                           | 805 |
| mowziesmobs:barako.attack                           | 790 |
| mowziesmobs:barako.belly                            | 784 |
| mowziesmobs:barako.bless                            | 793 |
| mowziesmobs:barako.burst                            | 785 |
| mowziesmobs:barako.die                              | 792 |
| mowziesmobs:barako.hurt                             | 791 |
| mowziesmobs:barako.scream                           | 786 |
| mowziesmobs:barako.talk1                            | 794 |
| mowziesmobs:barako.talk2                            | 795 |
| mowziesmobs:barako.talk3                            | 796 |
| mowziesmobs:barako.talk4                            | 797 |
| mowziesmobs:barako.talk5                            | 798 |
| mowziesmobs:barako.talk6                            | 799 |
| mowziesmobs:barakoa.angry1                          | 778 |
| mowziesmobs:barakoa.angry2                          | 779 |
| mowziesmobs:barakoa.angry3                          | 780 |
| mowziesmobs:barakoa.angry4                          | 781 |
| mowziesmobs:barakoa.angry5                          | 782 |
| mowziesmobs:barakoa.angry6                          | 783 |
| mowziesmobs:barakoa.battlecry                       | 763 |
| mowziesmobs:barakoa.battlecry2                      | 764 |
| mowziesmobs:barakoa.blowdart                        | 762 |
| mowziesmobs:barakoa.die                             | 769 |
| mowziesmobs:barakoa.emerge                          | 766 |
| mowziesmobs:barakoa.hurt                            | 768 |
| mowziesmobs:barakoa.inhale                          | 761 |
| mowziesmobs:barakoa.retract                         | 767 |
| mowziesmobs:barakoa.shout                           | 770 |
| mowziesmobs:barakoa.swing                           | 765 |
| mowziesmobs:barakoa.talk1                           | 771 |
| mowziesmobs:barakoa.talk2                           | 772 |
| mowziesmobs:barakoa.talk3                           | 773 |
| mowziesmobs:barakoa.talk4                           | 774 |
| mowziesmobs:barakoa.talk5                           | 775 |
| mowziesmobs:barakoa.talk6                           | 776 |
| mowziesmobs:barakoa.talk7                           | 777 |
| mowziesmobs:foliaath.baby.eat                       | 815 |
| mowziesmobs:foliaath.bite1                          | 812 |
| mowziesmobs:foliaath.die                            | 814 |
| mowziesmobs:foliaath.emerge                         | 808 |
| mowziesmobs:foliaath.grunt                          | 806 |
| mowziesmobs:foliaath.hurt                           | 813 |
| mowziesmobs:foliaath.pant1                          | 810 |
| mowziesmobs:foliaath.pant2                          | 811 |
| mowziesmobs:foliaath.retreat                        | 809 |
| mowziesmobs:foliaath.rustle                         | 807 |
| mowziesmobs:frostmaw.attack1                        | 826 |
| mowziesmobs:frostmaw.attack2                        | 827 |
| mowziesmobs:frostmaw.attack3                        | 828 |
| mowziesmobs:frostmaw.attack4                        | 829 |
| mowziesmobs:frostmaw.breath1                        | 830 |
| mowziesmobs:frostmaw.breath2                        | 831 |
| mowziesmobs:frostmaw.die                            | 817 |
| mowziesmobs:frostmaw.frozencrash                    | 823 |
| mowziesmobs:frostmaw.iceballcharge                  | 821 |
| mowziesmobs:frostmaw.iceballshoot                   | 822 |
| mowziesmobs:frostmaw.icebreath                      | 819 |
| mowziesmobs:frostmaw.icebreathstart                 | 820 |
| mowziesmobs:frostmaw.land                           | 825 |
| mowziesmobs:frostmaw.living1                        | 832 |
| mowziesmobs:frostmaw.living2                        | 833 |
| mowziesmobs:frostmaw.roar                           | 816 |
| mowziesmobs:frostmaw.step                           | 824 |
| mowziesmobs:frostmaw.wakeup                         | 834 |
| mowziesmobs:frostmaw.whoosh                         | 818 |
| mowziesmobs:geomancy.bouldercharge                  | 875 |
| mowziesmobs:geomancy.breaklarge                     | 860 |
| mowziesmobs:geomancy.breaklarge2                    | 861 |
| mowziesmobs:geomancy.breakmedium                    | 862 |
| mowziesmobs:geomancy.breakmedium2                   | 863 |
| mowziesmobs:geomancy.breakmedium3                   | 864 |
| mowziesmobs:geomancy.hit                            | 865 |
| mowziesmobs:geomancy.hitbig                         | 859 |
| mowziesmobs:geomancy.hitmedium                      | 866 |
| mowziesmobs:geomancy.hitmedium2                     | 867 |
| mowziesmobs:geomancy.hitsmall                       | 858 |
| mowziesmobs:geomancy.magicchargesmall               | 876 |
| mowziesmobs:geomancy.rockbreak                      | 868 |
| mowziesmobs:geomancy.rockcrash1                     | 869 |
| mowziesmobs:geomancy.rockcrumble                    | 870 |
| mowziesmobs:geomancy.rumble1                        | 871 |
| mowziesmobs:geomancy.rumble2                        | 872 |
| mowziesmobs:geomancy.rumble3                        | 873 |
| mowziesmobs:geomancy.smallcrash                     | 857 |
| mowziesmobs:geomancy.smallrockhit                   | 874 |
| mowziesmobs:grottol.burrow                          | 837 |
| mowziesmobs:grottol.die                             | 838 |
| mowziesmobs:grottol.step                            | 835 |
| mowziesmobs:grottol.undamaged                       | 836 |
| mowziesmobs:lantern.pop                             | 840 |
| mowziesmobs:lantern.puff                            | 839 |
| mowziesmobs:laser                                   | 734 |
| mowziesmobs:misc.groundhit1                         | 877 |
| mowziesmobs:misc.groundhit2                         | 878 |
| mowziesmobs:music.black_pink                        | 879 |
| mowziesmobs:naga.acidcharge                         | 841 |
| mowziesmobs:naga.acidhit                            | 842 |
| mowziesmobs:naga.acidspit                           | 843 |
| mowziesmobs:naga.acidspithiss                       | 844 |
| mowziesmobs:naga.flap1                              | 845 |
| mowziesmobs:naga.growl1                             | 846 |
| mowziesmobs:naga.growl2                             | 847 |
| mowziesmobs:naga.growl3                             | 848 |
| mowziesmobs:naga.grunt1                             | 849 |
| mowziesmobs:naga.grunt2                             | 850 |
| mowziesmobs:naga.grunt3                             | 851 |
| mowziesmobs:naga.roar1                              | 852 |
| mowziesmobs:naga.roar2                              | 853 |
| mowziesmobs:naga.roar3                              | 854 |
| mowziesmobs:naga.roar4                              | 855 |
| mowziesmobs:naga.swoop                              | 856 |
| mowziesmobs:sunstrike                               | 735 |
| mowziesmobs:supernova.blackhole                     | 788 |
| mowziesmobs:supernova.end                           | 789 |
| mowziesmobs:supernova.start                         | 787 |
| mowziesmobs:wroughtnaut.ambient                     | 756 |
| mowziesmobs:wroughtnaut.axe_hit                     | 760 |
| mowziesmobs:wroughtnaut.axe_land                    | 759 |
| mowziesmobs:wroughtnaut.creak                       | 739 |
| mowziesmobs:wroughtnaut.grunt1                      | 753 |
| mowziesmobs:wroughtnaut.grunt2                      | 754 |
| mowziesmobs:wroughtnaut.grunt3                      | 755 |
| mowziesmobs:wroughtnaut.hurt1                       | 751 |
| mowziesmobs:wroughtnaut.preswing1                   | 736 |
| mowziesmobs:wroughtnaut.preswing2                   | 737 |
| mowziesmobs:wroughtnaut.preswing3                   | 738 |
| mowziesmobs:wroughtnaut.pull1                       | 746 |
| mowziesmobs:wroughtnaut.pull2                       | 747 |
| mowziesmobs:wroughtnaut.pull5                       | 748 |
| mowziesmobs:wroughtnaut.release2                    | 749 |
| mowziesmobs:wroughtnaut.scream                      | 752 |
| mowziesmobs:wroughtnaut.shout1                      | 743 |
| mowziesmobs:wroughtnaut.shout2                      | 744 |
| mowziesmobs:wroughtnaut.shout3                      | 745 |
| mowziesmobs:wroughtnaut.step                        | 757 |
| mowziesmobs:wroughtnaut.swing1                      | 740 |
| mowziesmobs:wroughtnaut.swing2                      | 741 |
| mowziesmobs:wroughtnaut.swing3                      | 742 |
| mowziesmobs:wroughtnaut.undamaged                   | 758 |
| mowziesmobs:wroughtnaut.whoosh                      | 750 |
| netherendingores:entity.netherfish.ambient          | 880 |
| netherendingores:entity.netherfish.death            | 881 |
| netherendingores:entity.netherfish.hurt             | 882 |
| netherex:ember_death                                | 896 |
| netherex:ember_hurt                                 | 895 |
| netherex:ghast_queen_ambient                        | 912 |
| netherex:ghast_queen_death                          | 914 |
| netherex:ghast_queen_hurt                           | 913 |
| netherex:ghast_queen_shoot                          | 915 |
| netherex:ghast_queen_summon                         | 916 |
| netherex:ghastling_ambient                          | 907 |
| netherex:ghastling_death                            | 909 |
| netherex:ghastling_hurt                             | 908 |
| netherex:ghastling_shoot                            | 911 |
| netherex:ghastling_warn                             | 910 |
| netherex:mogus_ambient                              | 886 |
| netherex:mogus_death                                | 888 |
| netherex:mogus_hurt                                 | 887 |
| netherex:nethermite_ambient                         | 897 |
| netherex:nethermite_death                           | 899 |
| netherex:nethermite_hurt                            | 898 |
| netherex:pigtificate_ambient                        | 883 |
| netherex:pigtificate_death                          | 885 |
| netherex:pigtificate_hurt                           | 884 |
| netherex:salamander_ambient                         | 889 |
| netherex:salamander_death                           | 891 |
| netherex:salamander_hurt                            | 890 |
| netherex:spinout_ambient                            | 900 |
| netherex:spinout_death                              | 902 |
| netherex:spinout_hurt                               | 901 |
| netherex:spore_death                                | 904 |
| netherex:spore_explode                              | 906 |
| netherex:spore_hurt                                 | 903 |
| netherex:spore_warn                                 | 905 |
| netherex:wight_ambient                              | 892 |
| netherex:wight_death                                | 894 |
| netherex:wight_hurt                                 | 893 |
| patchouli:book_flip                                 | 978 |
| patchouli:book_open                                 | 977 |
| primitivemobs:entity.brainslime.slimecharge         | 917 |
| primitivemobs:entity.flamespewer.idle               | 930 |
| primitivemobs:entity.grovesprite.angry              | 919 |
| primitivemobs:entity.grovesprite.death              | 920 |
| primitivemobs:entity.grovesprite.hurt               | 921 |
| primitivemobs:entity.grovesprite.idle               | 922 |
| primitivemobs:entity.grovesprite.thanks             | 923 |
| primitivemobs:entity.harpy.hurt                     | 929 |
| primitivemobs:entity.harpy.idle                     | 928 |
| primitivemobs:entity.motherspider.spiderscreech     | 918 |
| primitivemobs:entity.trollager.attack               | 927 |
| primitivemobs:entity.trollager.death                | 926 |
| primitivemobs:entity.trollager.hit                  | 925 |
| primitivemobs:entity.trollager.idle                 | 924 |
| primitivemobs:entity.voideye.idle                   | 931 |
| quark:block.monster_box.growl                       | 574 |
| quark:block.pipe.pickup                             | 568 |
| quark:block.pipe.pickup.lenny                       | 570 |
| quark:block.pipe.shoot                              | 567 |
| quark:block.pipe.shoot.lenny                        | 569 |
| quark:block.sponge.hiss                             | 571 |
| quark:block.tiny_potato.shia_labeouf                | 592 |
| quark:entity.boat.add_item                          | 572 |
| quark:entity.frog.die                               | 585 |
| quark:entity.frog.hurt                              | 584 |
| quark:entity.frog.idle                              | 586 |
| quark:entity.frog.jump                              | 587 |
| quark:entity.frog.wednesday                         | 583 |
| quark:entity.pickarang.clank                        | 589 |
| quark:entity.pickarang.pickup                       | 590 |
| quark:entity.pickarang.throw                        | 588 |
| quark:entity.stoneling.cry                          | 581 |
| quark:entity.stoneling.die                          | 580 |
| quark:entity.stoneling.eat                          | 579 |
| quark:entity.stoneling.give                         | 577 |
| quark:entity.stoneling.meep                         | 575 |
| quark:entity.stoneling.michael                      | 582 |
| quark:entity.stoneling.purr                         | 576 |
| quark:entity.stoneling.take                         | 578 |
| quark:item.horse_whistle.blow                       | 591 |
| quark:item.soul_bead.curse                          | 573 |
| quark:item.soul_powder.spawn                        | 566 |
| securitycraft:alarm                                 | 560 |
| securitycraft:camerasnap                            | 562 |
| securitycraft:camerazoomin                          | 561 |
| securitycraft:electrified                           | 564 |
| securitycraft:lock                                  | 565 |
| securitycraft:taserfire                             | 563 |
| tconstruct:charged                                  | 668 |
| tconstruct:crossbow_reload                          | 672 |
| tconstruct:discharge                                | 669 |
| tconstruct:frypan_hit                               | 665 |
| tconstruct:little_saw                               | 664 |
| tconstruct:slimesling                               | 667 |
| tconstruct:stone_hit                                | 670 |
| tconstruct:toy_squeak                               | 666 |
| tconstruct:wood_hit                                 | 671 |
| tektopia:big_attack                                 | 956 |
| tektopia:courage_aura                               | 957 |
| tektopia:death_circle                               | 945 |
| tektopia:death_full_skulls                          | 952 |
| tektopia:death_shield                               | 951 |
| tektopia:death_skull_arrive                         | 948 |
| tektopia:death_skull_leave                          | 949 |
| tektopia:death_skull_rebound                        | 950 |
| tektopia:death_summon                               | 946 |
| tektopia:death_summon_end                           | 953 |
| tektopia:death_summon_target                        | 947 |
| tektopia:earth_blast                                | 944 |
| tektopia:earth_rumble                               | 943 |
| tektopia:flute_short_1                              | 958 |
| tektopia:flute_short_2                              | 959 |
| tektopia:flute_short_3                              | 960 |
| tektopia:flute_short_4                              | 961 |
| tektopia:flute_short_5                              | 962 |
| tektopia:flute_short_6                              | 963 |
| tektopia:flute_short_7                              | 964 |
| tektopia:flute_tavern_1                             | 965 |
| tektopia:flute_tavern_2                             | 966 |
| tektopia:flute_tavern_3                             | 967 |
| tektopia:healing_source                             | 941 |
| tektopia:healing_target                             | 942 |
| tektopia:necro_dead                                 | 954 |
| tektopia:slam_ground                                | 955 |
| tektopia:twinkle                                    | 940 |
| tektopia:villager_afraid                            | 933 |
| tektopia:villager_angry                             | 937 |
| tektopia:villager_enchant                           | 935 |
| tektopia:villager_enchant_apply                     | 936 |
| tektopia:villager_grunt                             | 934 |
| tektopia:villager_happy                             | 938 |
| tektopia:villager_heart_magic                       | 939 |
| tektopia:villager_sleep                             | 932 |
| twilightforest:mob.alphayeti.alert                  | 642 |
| twilightforest:mob.alphayeti.die                    | 643 |
| twilightforest:mob.alphayeti.grab                   | 644 |
| twilightforest:mob.alphayeti.growl                  | 645 |
| twilightforest:mob.alphayeti.hurt                   | 646 |
| twilightforest:mob.alphayeti.pant                   | 647 |
| twilightforest:mob.alphayeti.parrot                 | 650 |
| twilightforest:mob.alphayeti.roar                   | 648 |
| twilightforest:mob.alphayeti.throw                  | 649 |
| twilightforest:mob.cicada                           | 609 |
| twilightforest:mob.deer.death                       | 651 |
| twilightforest:mob.deer.hurt                        | 652 |
| twilightforest:mob.deer.idle                        | 653 |
| twilightforest:mob.hydra.death                      | 629 |
| twilightforest:mob.hydra.growl                      | 630 |
| twilightforest:mob.hydra.hurt                       | 631 |
| twilightforest:mob.hydra.parrot                     | 634 |
| twilightforest:mob.hydra.roar                       | 632 |
| twilightforest:mob.hydra.warn                       | 633 |
| twilightforest:mob.ice.death                        | 638 |
| twilightforest:mob.ice.hurt                         | 639 |
| twilightforest:mob.ice.noise                        | 637 |
| twilightforest:mob.ice.parrot                       | 640 |
| twilightforest:mob.kobold.die                       | 605 |
| twilightforest:mob.kobold.hurt                      | 607 |
| twilightforest:mob.kobold.kobold                    | 606 |
| twilightforest:mob.kobold.parrot                    | 608 |
| twilightforest:mob.minotaur.parrot                  | 641 |
| twilightforest:mob.mistwolf.hurt                    | 655 |
| twilightforest:mob.mistwolf.idle                    | 656 |
| twilightforest:mob.mistwolf.parrot                  | 657 |
| twilightforest:mob.mistwolf.target                  | 654 |
| twilightforest:mob.mosquito.mosquito                | 635 |
| twilightforest:mob.mosquito.parrot                  | 636 |
| twilightforest:mob.naga.hiss                        | 610 |
| twilightforest:mob.naga.hurt                        | 611 |
| twilightforest:mob.naga.parrot                      | 613 |
| twilightforest:mob.naga.rattle                      | 612 |
| twilightforest:mob.raven.caw                        | 614 |
| twilightforest:mob.raven.squawk                     | 615 |
| twilightforest:mob.redcap.die                       | 616 |
| twilightforest:mob.redcap.hurt                      | 618 |
| twilightforest:mob.redcap.parrot                    | 619 |
| twilightforest:mob.redcap.redcap                    | 617 |
| twilightforest:mob.tinybird.chirp                   | 620 |
| twilightforest:mob.tinybird.hurt                    | 621 |
| twilightforest:mob.tinybird.song                    | 622 |
| twilightforest:mob.tome.death                       | 658 |
| twilightforest:mob.tome.hurt                        | 659 |
| twilightforest:mob.tome.idle                        | 660 |
| twilightforest:mob.tome.parrot                      | 661 |
| twilightforest:mob.urghast.trapactive               | 623 |
| twilightforest:mob.urghast.trapon                   | 624 |
| twilightforest:mob.urghast.trapspindown             | 625 |
| twilightforest:mob.urghast.trapwarmup               | 626 |
| twilightforest:mob.wraith.parrot                    | 628 |
| twilightforest:mob.wraith.wraith                    | 627 |
| twilightforest:music.bg                             | 663 |
| twilightforest:random.slider                        | 662 |
| vending:sound_forbidden                             | 969 |
| vending:sound_processed                             | 968 |
| vending:storage_close                               | 971 |
| vending:storage_open                                | 970 |
+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
+-----------------------------------------------------+-----+
