+----------------------+----------------------------------------------+---------+----------+----------+--------------------------+------------+----------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                  |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                          |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                        |
| *** ALSO ***                                                                                                                                                                                     |
| The server doesn't have a list of sub block and sub items                                                                                                                                        |
| (= items with different damage value or blocks with different metadata).                                                                                                                         |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                        |
+----------------------+----------------------------------------------+---------+----------+----------+--------------------------+------------+----------------------------------------------------+
| Mod name             | Registry name                                | Item ID | Meta/dmg | Subtypes | Display name             | Plant Type | Ore Dict keys                                      |
| Pam's HarvestCraft   | harvestcraft:juniperberryitem                |    9210 |        0 |    false | Juniperberry             | Crop       | cropJuniperberry,listAllberry,listAllfruit         |
| Pam's HarvestCraft   | harvestcraft:juniperberryseeditem            |    9211 |        0 |    false | Juniperberry Seed        | Crop       | listAllseed,seedJuniperberry                       |
| Pam's HarvestCraft   | harvestcraft:juteitem                        |    9190 |        0 |    false | Jute                     | Crop       | cropJute,listAllfiber                              |
| Pam's HarvestCraft   | harvestcraft:juteseeditem                    |    9191 |        0 |    false | Jute Seed                | Crop       | listAllseed,seedJute                               |
| Pam's HarvestCraft   | harvestcraft:kaleitem                        |    9168 |        0 |    false | Kale                     | Crop       | cropKale,listAllgreenveggie                        |
| Pam's HarvestCraft   | harvestcraft:kaleseeditem                    |    9169 |        0 |    false | Kale Seed                | Crop       | listAllseed,seedKale                               |
| Pam's HarvestCraft   | harvestcraft:kenafitem                       |    9192 |        0 |    false | Kenaf                    | Crop       | cropKenaf,listAllfiber                             |
| Pam's HarvestCraft   | harvestcraft:kenafseeditem                   |    9193 |        0 |    false | Kenaf Seed               | Crop       | listAllseed,seedKenaf                              |
| Pam's HarvestCraft   | harvestcraft:kiwiitem                        |    9152 |        0 |    false | Kiwi                     | Crop       | cropKiwi,listAllfruit                              |
| Pam's HarvestCraft   | harvestcraft:kiwiseeditem                    |    9153 |        0 |    false | Kiwi Seed                | Crop       | listAllseed,seedKiwi                               |
| Pam's HarvestCraft   | harvestcraft:kohlrabiitem                    |    9194 |        0 |    false | Kohlrabi                 | Crop       | cropKohlrabi,listAllveggie                         |
| Pam's HarvestCraft   | harvestcraft:kohlrabiseeditem                |    9195 |        0 |    false | Kohlrabi Seed            | Crop       | listAllseed,seedKohlrabi                           |
| Pam's HarvestCraft   | harvestcraft:leekitem                        |    9114 |        0 |    false | Leek                     | Crop       | cropLeek,listAllveggie                             |
| Pam's HarvestCraft   | harvestcraft:leekseeditem                    |    9115 |        0 |    false | Leek Seed                | Crop       | listAllseed,seedLeek                               |
| Pam's HarvestCraft   | harvestcraft:lentilitem                      |    9196 |        0 |    false | Lentils                  | Crop       | cropLentil,listAllveggie                           |
| Pam's HarvestCraft   | harvestcraft:lentilseeditem                  |    9197 |        0 |    false | Lentil Seed              | Crop       | listAllseed,seedLentil                             |
| Pam's HarvestCraft   | harvestcraft:lettuceitem                     |    9116 |        0 |    false | Lettuce                  | Crop       | cropLettuce,listAllgreenveggie,listAllveggie       |
| Pam's HarvestCraft   | harvestcraft:lettuceseeditem                 |    9117 |        0 |    false | Lettuce Seed             | Crop       | listAllseed,seedLettuce                            |
| Pam's HarvestCraft   | harvestcraft:milletitem                      |    9198 |        0 |    false | Millet                   | Crop       | cropMillet,listAllgrain                            |
| Pam's HarvestCraft   | harvestcraft:milletseeditem                  |    9199 |        0 |    false | Millet Seed              | Crop       | listAllseed,seedMillet                             |
| Pam's HarvestCraft   | harvestcraft:mulberryitem                    |    9200 |        0 |    false | Mulberry                 | Crop       | cropMulberry,listAllberry,listAllfruit             |
| Pam's HarvestCraft   | harvestcraft:mulberryseeditem                |    9201 |        0 |    false | Mulberry Seed            | Crop       | listAllseed,seedMulberry                           |
| Pam's HarvestCraft   | harvestcraft:mustardseeditem                 |    9109 |        0 |    false | Mustard Seed             | Crop       | listAllseed,seedMustard                            |
| Pam's HarvestCraft   | harvestcraft:mustardseedsitem                |    9108 |        0 |    false | Mustard Seeds            | Crop       | cropMustard,listAllspice                           |
| Pam's HarvestCraft   | harvestcraft:oatsitem                        |    9062 |        0 |    false | Oats                     | Crop       | cropOats,listAllgrain                              |
| Pam's HarvestCraft   | harvestcraft:oatsseeditem                    |    9063 |        0 |    false | Oats Seed                | Crop       | listAllseed,seedOats                               |
| Pam's HarvestCraft   | harvestcraft:okraitem                        |    9140 |        0 |    false | Okra                     | Crop       | cropOkra,listAllgreenveggie,listAllveggie          |
| Pam's HarvestCraft   | harvestcraft:okraseeditem                    |    9141 |        0 |    false | Okra Seed                | Crop       | listAllseed,seedOkra                               |
| Pam's HarvestCraft   | harvestcraft:onionitem                       |    9080 |        0 |    false | Onion                    | Crop       | cropOnion,listAllveggie                            |
| Pam's HarvestCraft   | harvestcraft:onionseeditem                   |    9081 |        0 |    false | Onion Seed               | Crop       | listAllseed,seedOnion                              |
| Pam's HarvestCraft   | harvestcraft:parsnipitem                     |    9082 |        0 |    false | Parsnip                  | Crop       | cropParsnip,listAllrootveggie,listAllveggie        |
| Pam's HarvestCraft   | harvestcraft:parsnipseeditem                 |    9083 |        0 |    false | Parsnip Seed             | Crop       | listAllseed,seedParsnip                            |
| Pam's HarvestCraft   | harvestcraft:peanutitem                      |    9084 |        0 |    false | Peanut                   | Crop       | cropPeanut,listAllnut                              |
| Pam's HarvestCraft   | harvestcraft:peanutseeditem                  |    9085 |        0 |    false | Peanut Seed              | Crop       | listAllseed,seedPeanut                             |
| Pam's HarvestCraft   | harvestcraft:peasitem                        |    9142 |        0 |    false | Peas                     | Crop       | cropPeas,listAllgreenveggie,listAllveggie          |
| Pam's HarvestCraft   | harvestcraft:peasseeditem                    |    9143 |        0 |    false | Peas Seed                | Crop       | listAllseed,seedPeas                               |
| Pam's HarvestCraft   | harvestcraft:pineappleitem                   |    9148 |        0 |    false | Pineapple                | Crop       | cropPineapple,listAllfruit                         |
| Pam's HarvestCraft   | harvestcraft:pineappleseeditem               |    9149 |        0 |    false | Pineapple Seed           | Crop       | listAllseed,seedPineapple                          |
| Pam's HarvestCraft   | harvestcraft:quinoaitem                      |    9202 |        0 |    false | Quinoa                   | Crop       | cropQuinoa,listAllgrain                            |
| Pam's HarvestCraft   | harvestcraft:quinoaseeditem                  |    9203 |        0 |    false | Quinoa Seed              | Crop       | listAllseed,seedQuinoa                             |
| Pam's HarvestCraft   | harvestcraft:radishitem                      |    9086 |        0 |    false | Radish                   | Crop       | cropRadish,listAllrootveggie,listAllveggie         |
| Pam's HarvestCraft   | harvestcraft:radishseeditem                  |    9087 |        0 |    false | Radish Seed              | Crop       | listAllseed,seedRadish                             |
| Pam's HarvestCraft   | harvestcraft:raspberryitem                   |    9052 |        0 |    false | Raspberry                | Crop       | cropRaspberry,listAllberry,listAllfruit            |
| Pam's HarvestCraft   | harvestcraft:raspberryseeditem               |    9053 |        0 |    false | Raspberry Seed           | Crop       | listAllseed,seedRaspberry                          |
| Pam's HarvestCraft   | harvestcraft:rhubarbitem                     |    9094 |        0 |    false | Rhubarb                  | Crop       | cropRhubarb,listAllveggie                          |
| Pam's HarvestCraft   | harvestcraft:rhubarbseeditem                 |    9095 |        0 |    false | Rhubarb Seed             | Crop       | listAllseed,seedRhubarb                            |
| Pam's HarvestCraft   | harvestcraft:riceitem                        |    9156 |        0 |    false | Rice                     | Crop       | cropRice                                           |
| Pam's HarvestCraft   | harvestcraft:riceseeditem                    |    9157 |        0 |    false | Rice Seed                | Crop       | listAllseed,seedRice                               |
| Pam's HarvestCraft   | harvestcraft:rutabagaitem                    |    9088 |        0 |    false | Rutabaga                 | Crop       | cropRutabaga,listAllrootveggie,listAllveggie       |
| Pam's HarvestCraft   | harvestcraft:rutabagaseeditem                |    9089 |        0 |    false | Rutabaga Seed            | Crop       | listAllseed,seedRutabaga                           |
| Pam's HarvestCraft   | harvestcraft:ryeitem                         |    9064 |        0 |    false | Rye                      | Crop       | cropRye,listAllgrain                               |
| Pam's HarvestCraft   | harvestcraft:ryeseeditem                     |    9065 |        0 |    false | Rye Seed                 | Crop       | listAllseed,seedRye                                |
| Pam's HarvestCraft   | harvestcraft:scallionitem                    |    9118 |        0 |    false | Scallion                 | Crop       | cropScallion,listAllveggie                         |
| Pam's HarvestCraft   | harvestcraft:scallionseeditem                |    9119 |        0 |    false | Scallion Seed            | Crop       | listAllseed,seedScallion                           |
| Pam's HarvestCraft   | harvestcraft:seaweeditem                     |    9158 |        0 |    false | Seaweed                  | Crop       | cropSeaweed,listAllgreenveggie,listAllveggie       |
| Pam's HarvestCraft   | harvestcraft:seaweedseeditem                 |    9159 |        0 |    false | Seaweed Seed             | Crop       | listAllseed,seedSeaweed                            |
| Pam's HarvestCraft   | harvestcraft:sesameseedsitem                 |    9162 |        0 |    false | Sesame Seeds             | Crop       | cropSesame                                         |
| Pam's HarvestCraft   | harvestcraft:sesameseedsseeditem             |    9163 |        0 |    false | Sesame Seeds Seed        | Crop       | listAllseed,seedSesameseed                         |
| Pam's HarvestCraft   | harvestcraft:sisalitem                       |    9204 |        0 |    false | Sisal                    | Crop       | cropSisal,listAllfiber                             |
| Pam's HarvestCraft   | harvestcraft:sisalseeditem                   |    9205 |        0 |    false | Sisal Seed               | Crop       | listAllseed,seedSisal                              |
| Pam's HarvestCraft   | harvestcraft:soybeanitem                     |    9132 |        0 |    false | Soybean                  | Crop       | cropSoybean,listAllveggie                          |
| Pam's HarvestCraft   | harvestcraft:soybeanseeditem                 |    9133 |        0 |    false | Soybean Seed             | Crop       | listAllseed,seedSoybean                            |
| Pam's HarvestCraft   | harvestcraft:spiceleafitem                   |    9102 |        0 |    false | Spice Leaf               | Crop       | cropSpiceleaf,listAllgreenveggie,listAllspice      |
| Pam's HarvestCraft   | harvestcraft:spiceleafseeditem               |    9103 |        0 |    false | Spice Leaf Seed          | Crop       | listAllseed,seedSpiceleaf                          |
| Pam's HarvestCraft   | harvestcraft:spinachitem                     |    9126 |        0 |    false | Spinach                  | Crop       | cropSpinach,listAllgreenveggie,listAllveggie       |
| Pam's HarvestCraft   | harvestcraft:spinachseeditem                 |    9127 |        0 |    false | Spinach Seed             | Crop       | listAllseed,seedSpinach                            |
| Pam's HarvestCraft   | harvestcraft:strawberryitem                  |    9054 |        0 |    false | Strawberry               | Crop       | cropStrawberry,listAllberry,listAllfruit           |
| Pam's HarvestCraft   | harvestcraft:strawberryseeditem              |    9055 |        0 |    false | Strawberry Seed          | Crop       | listAllseed,seedStrawberry                         |
| Pam's HarvestCraft   | harvestcraft:sweetpotatoitem                 |    9090 |        0 |    false | Sweet Potato             | Crop       | cropSweetpotato,listAllrootveggie,listAllveggie    |
| Pam's HarvestCraft   | harvestcraft:sweetpotatoseeditem             |    9091 |        0 |    false | Sweet Potato Seed        | Crop       | listAllseed,seedSweetpotato                        |
| Pam's HarvestCraft   | harvestcraft:taroitem                        |    9206 |        0 |    false | Taro                     | Crop       | cropTaro,listAllveggie                             |
| Pam's HarvestCraft   | harvestcraft:taroseeditem                    |    9207 |        0 |    false | Taro Seed                | Crop       | listAllseed,seedTaro                               |
| Pam's HarvestCraft   | harvestcraft:tealeafitem                     |    9104 |        0 |    false | Tea Leaf                 | Crop       | cropTea                                            |
| Pam's HarvestCraft   | harvestcraft:teaseeditem                     |    9105 |        0 |    false | Tea Seed                 | Crop       | listAllseed,seedTea                                |
| Pam's HarvestCraft   | harvestcraft:tomatilloitem                   |    9208 |        0 |    false | Tomatillo                | Crop       | cropTomatillo,listAllveggie                        |
| Pam's HarvestCraft   | harvestcraft:tomatilloseeditem               |    9209 |        0 |    false | Tomatillo Seed           | Crop       | listAllseed,seedTomatillo                          |
| Pam's HarvestCraft   | harvestcraft:tomatoitem                      |    9144 |        0 |    false | Tomato                   | Crop       | cropTomato,listAllveggie                           |
| Pam's HarvestCraft   | harvestcraft:tomatoseeditem                  |    9145 |        0 |    false | Tomato Seed              | Crop       | listAllseed,seedTomato                             |
| Pam's HarvestCraft   | harvestcraft:turnipitem                      |    9092 |        0 |    false | Turnip                   | Crop       | cropTurnip,listAllrootveggie,listAllveggie         |
| Pam's HarvestCraft   | harvestcraft:turnipseeditem                  |    9093 |        0 |    false | Turnip Seed              | Crop       | listAllseed,seedTurnip                             |
| Pam's HarvestCraft   | harvestcraft:waterchestnutitem               |    9164 |        0 |    false | Water Chestnut           | Crop       | cropWaterchestnut,listAllveggie                    |
| Pam's HarvestCraft   | harvestcraft:waterchestnutseeditem           |    9165 |        0 |    false | Water Chestnut Seed      | Crop       | listAllseed,seedWaterchestnut                      |
| Pam's HarvestCraft   | harvestcraft:whitemushroomitem               |    9128 |        0 |    false | White Mushroom           | Crop       | cropWhitemushroom,listAllmushroom,listAllveggie    |
| Pam's HarvestCraft   | harvestcraft:whitemushroomseeditem           |    9129 |        0 |    false | White Mushroom Spore     | Crop       | listAllseed,seedWhitemushroom                      |
| Pam's HarvestCraft   | harvestcraft:wintersquashitem                |    9074 |        0 |    false | Winter Squash            | Crop       | cropWintersquash,listAllveggie                     |
| Pam's HarvestCraft   | harvestcraft:wintersquashseeditem            |    9075 |        0 |    false | Winter Squash Seed       | Crop       | listAllseed,seedWintersquash                       |
| Pam's HarvestCraft   | harvestcraft:zucchiniitem                    |    9076 |        0 |    false | Zucchini                 | Crop       | cropZucchini,listAllgreenveggie,listAllveggie      |
| Pam's HarvestCraft   | harvestcraft:zucchiniseeditem                |    9077 |        0 |    false | Zucchini Seed            | Crop       | listAllseed,seedZucchini                           |
+----------------------+----------------------------------------------+---------+----------+----------+--------------------------+------------+----------------------------------------------------+
| Mod name             | Registry name                                | Item ID | Meta/dmg | Subtypes | Display name             | Plant Type | Ore Dict keys                                      |
+----------------------+----------------------------------------------+---------+----------+----------+--------------------------+------------+----------------------------------------------------+
