+------------------------------------+----------------------------------------------------+----------+-------------------------------------------+---------------------------------------------+
| OreDict Key                        | Registry name                                      | Meta/dmg | Display name                              | NBT                                         |
| bookshelf                          | chisel:bookshelf_spruce                            |        4 | Spruce Bookshelf                          |                                             |
| bookshelf                          | chisel:bookshelf_spruce                            |        5 | Spruce Bookshelf                          |                                             |
| bookshelf                          | chisel:bookshelf_spruce                            |        6 | Spruce Bookshelf                          |                                             |
| bookshelf                          | chisel:bookshelf_spruce                            |        7 | Spruce Bookshelf                          |                                             |
| bookshelf                          | chisel:bookshelf_spruce                            |        8 | Spruce Bookshelf                          |                                             |
| bookshelf                          | chisel:bookshelf_spruce                            |        9 | Spruce Bookshelf                          |                                             |
| bookshelf                          | minecraft:bookshelf                                |        0 | Oak Bookshelf                             |                                             |
| bookshelf                          | natura:nether_bookshelves                          |    32767 | (WILDCARD)                                |                                             |
| bookshelf                          | natura:overworld_bookshelves                       |    32767 | (WILDCARD)                                |                                             |
| bookshelf                          | quark:custom_bookshelf                             |    32767 | (WILDCARD)                                |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        0 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        1 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        2 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        3 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        4 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        5 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        6 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        7 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        8 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | chisel:bookshelf_acacia                            |        9 | Acacia Bookshelf                          |                                             |
| bookshelfAcacia                    | quark:custom_bookshelf                             |        3 | Acacia Bookshelf                          |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        0 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        1 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        2 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        3 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        4 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        5 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        6 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        7 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        8 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | chisel:bookshelf_birch                             |        9 | Birch Bookshelf                           |                                             |
| bookshelfBirch                     | quark:custom_bookshelf                             |        1 | Birch Bookshelf                           |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        0 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        1 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        2 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        3 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        4 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        5 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        6 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        7 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        8 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | chisel:bookshelf_darkoak                           |        9 | Dark Oak Bookshelf                        |                                             |
| bookshelfDarkOak                   | quark:custom_bookshelf                             |        4 | Dark Oak Bookshelf                        |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        0 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        1 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        2 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        3 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        4 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        5 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        6 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        7 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        8 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | chisel:bookshelf_jungle                            |        9 | Jungle Bookshelf                          |                                             |
| bookshelfJungle                    | quark:custom_bookshelf                             |        2 | Jungle Bookshelf                          |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        0 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        1 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        2 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        3 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        4 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        5 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        6 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        7 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        8 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | chisel:bookshelf_oak                               |        9 | Oak Bookshelf                             |                                             |
| bookshelfOak                       | minecraft:bookshelf                                |        0 | Oak Bookshelf                             |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        0 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        1 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        2 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        3 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        4 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        5 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        6 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        7 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        8 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | chisel:bookshelf_spruce                            |        9 | Spruce Bookshelf                          |                                             |
| bookshelfSpruce                    | quark:custom_bookshelf                             |        0 | Spruce Bookshelf                          |                                             |
| bottleButtermilk                   | growthcraft_milk:bottlefluid_butter_milk           |        0 | Butter Milk Bottle                        |                                             |
| bottleCream                        | growthcraft_milk:bottlefluid_cream                 |        0 | Cream Bottle                              |                                             |
| bottleHoney                        | growthcraft_bees:bottlefluid_honey                 |        0 | Honey Bottle                              |                                             |
| bottleMilk                         | growthcraft_milk:bottlefluid_milk                  |        0 | Milk Bottle                               |                                             |
| bottleSkimmilk                     | growthcraft_milk:bottlefluid_skim_milk             |        0 | Skim Milk Bottle                          |                                             |
| bottleWhey                         | growthcraft_milk:bottlefluid_whey                  |        0 | Whey Bottle                               |                                             |
| bowlWood                           | minecraft:bowl                                     |    32767 | (WILDCARD)                                |                                             |
| bowlWood                           | natura:empty_bowls                                 |        0 | Empty Ghostwood Bowl                      |                                             |
| bowlWood                           | natura:empty_bowls                                 |        1 | Empty Bloodwood Bowl                      |                                             |
| bowlWood                           | natura:empty_bowls                                 |        2 | Empty Darkwood Bowl                       |                                             |
| bowlWood                           | natura:empty_bowls                                 |        3 | Empty Fusewood Bowl                       |                                             |
| bread                              | atum:emmer_bread                                   |        0 | Emmer Bread                               |                                             |
| bread                              | minecraft:bread                                    |        0 | Bread                                     |                                             |
| brickStone                         | chisel:stonebrick                                  |        0 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        1 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        2 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        3 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        4 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        5 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        6 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        7 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        8 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |        9 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       10 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       11 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       12 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       13 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       14 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick                                  |       15 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        0 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        1 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        2 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        3 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        4 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        5 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        6 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        7 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        8 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick1                                 |        9 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        0 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        1 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        2 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        3 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        4 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        5 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        6 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        7 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        8 | Chiseled Stone                            |                                             |
| brickStone                         | chisel:stonebrick2                                 |        9 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        0 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        1 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        2 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        3 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        4 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        5 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        6 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        7 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        8 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |        9 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       10 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       11 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       12 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       13 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       14 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick                                  |       15 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        0 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        1 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        2 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        3 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        4 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        5 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        6 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        7 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        8 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick1                                 |        9 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        0 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        1 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        2 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        3 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        4 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        5 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        6 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        7 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        8 | Chiseled Stone                            |                                             |
| bricksStone                        | chisel:stonebrick2                                 |        9 | Chiseled Stone                            |                                             |
| bucketButtermilk                   | forge:bucketfilled                                 |        0 | Butter Milk Bucket                        | {FluidName:"fluid_butter_milk",Amount:1000} |
| bucketCream                        | forge:bucketfilled                                 |        0 | Cream Bucket                              | {FluidName:"fluid_cream",Amount:1000}       |
| bucketMilk                         | minecraft:milk_bucket                              |        0 | Milk                                      |                                             |
| bucketSkimmilk                     | forge:bucketfilled                                 |        0 | Skim Milk Bucket                          | {FluidName:"fluid_skim_milk",Amount:1000}   |
| bucketWhey                         | forge:bucketfilled                                 |        0 | Whey Bucket                               | {FluidName:"fluid_whey",Amount:1000}        |
| buttonWood                         | minecraft:wooden_button                            |        0 | Oak Button                                |                                             |
| buttonWood                         | quark:acacia_button                                |        0 | Acacia Button                             |                                             |
| buttonWood                         | quark:birch_button                                 |        0 | Birch Button                              |                                             |
| buttonWood                         | quark:dark_oak_button                              |        0 | Dark Oak Button                           |                                             |
| buttonWood                         | quark:jungle_button                                |        0 | Jungle Button                             |                                             |
| buttonWood                         | quark:spruce_button                                |        0 | Spruce Button                             |                                             |
| carminite                          | twilightforest:carminite                           |        0 | Carminite                                 |                                             |
| carpet                             | atum:linen_carpet_black                            |        0 | Black Linen Carpet                        |                                             |
| carpet                             | atum:linen_carpet_blue                             |        0 | Blue Linen Carpet                         |                                             |
| carpet                             | atum:linen_carpet_brown                            |        0 | Brown Linen Carpet                        |                                             |
| carpet                             | atum:linen_carpet_cyan                             |        0 | Cyan Linen Carpet                         |                                             |
| carpet                             | atum:linen_carpet_gray                             |        0 | Gray Linen Carpet                         |                                             |
| carpet                             | atum:linen_carpet_green                            |        0 | Green Linen Carpet                        |                                             |
| carpet                             | atum:linen_carpet_light_blue                       |        0 | Light Blue Linen Carpet                   |                                             |
| carpet                             | atum:linen_carpet_lime                             |        0 | Lime Linen Carpet                         |                                             |
| carpet                             | atum:linen_carpet_magenta                          |        0 | Magenta Linen Carpet                      |                                             |
| carpet                             | atum:linen_carpet_orange                           |        0 | Orange Linen Carpet                       |                                             |
| carpet                             | atum:linen_carpet_pink                             |        0 | Pink Linen Carpet                         |                                             |
| carpet                             | atum:linen_carpet_purple                           |        0 | Purple Linen Carpet                       |                                             |
| carpet                             | atum:linen_carpet_red                              |        0 | Red Linen Carpet                          |                                             |
| carpet                             | atum:linen_carpet_silver                           |        0 | Silver Linen Carpet                       |                                             |
| carpet                             | atum:linen_carpet_white                            |        0 | White Linen Carpet                        |                                             |
| carpet                             | atum:linen_carpet_yellow                           |        0 | Yellow Linen Carpet                       |                                             |
| cast                               | tconstruct:cast                                    |    32767 | (WILDCARD)                                |                                             |
| cast                               | tconstruct:cast_custom                             |    32767 | (WILDCARD)                                |                                             |
| charcoal                           | minecraft:coal                                     |        1 | Charcoal                                  |                                             |
| chest                              | atum:deadwood_crate                                |        0 | Deadwood Crate                            |                                             |
| chest                              | atum:limestone_chest                               |        0 | Limestone Chest                           |                                             |
| chest                              | atum:palm_crate                                    |        0 | Palm Crate                                |                                             |
| chest                              | minecraft:black_shulker_box                        |        0 | Black Shulker Box                         |                                             |
| chest                              | minecraft:blue_shulker_box                         |        0 | Blue Shulker Box                          |                                             |
| chest                              | minecraft:brown_shulker_box                        |        0 | Brown Shulker Box                         |                                             |
| chest                              | minecraft:chest                                    |        0 | Oak Chest                                 |                                             |
| chest                              | minecraft:cyan_shulker_box                         |        0 | Cyan Shulker Box                          |                                             |
| chest                              | minecraft:ender_chest                              |        0 | Ender Chest                               |                                             |
| chest                              | minecraft:gray_shulker_box                         |        0 | Gray Shulker Box                          |                                             |
| chest                              | minecraft:green_shulker_box                        |        0 | Green Shulker Box                         |                                             |
| chest                              | minecraft:light_blue_shulker_box                   |        0 | Light Blue Shulker Box                    |                                             |
| chest                              | minecraft:lime_shulker_box                         |        0 | Lime Shulker Box                          |                                             |
| chest                              | minecraft:magenta_shulker_box                      |        0 | Magenta Shulker Box                       |                                             |
| chest                              | minecraft:orange_shulker_box                       |        0 | Orange Shulker Box                        |                                             |
| chest                              | minecraft:pink_shulker_box                         |        0 | Pink Shulker Box                          |                                             |
| chest                              | minecraft:purple_shulker_box                       |        0 | Purple Shulker Box                        |                                             |
| chest                              | minecraft:red_shulker_box                          |        0 | Red Shulker Box                           |                                             |
| chest                              | minecraft:silver_shulker_box                       |        0 | Light Gray Shulker Box                    |                                             |
| chest                              | minecraft:trapped_chest                            |        0 | Oak Trapped Chest                         |                                             |
| chest                              | minecraft:white_shulker_box                        |        0 | White Shulker Box                         |                                             |
| chest                              | minecraft:yellow_shulker_box                       |        0 | Yellow Shulker Box                        |                                             |
| chest                              | quark:custom_chest                                 |    32767 | (WILDCARD)                                |                                             |
| chest                              | quark:custom_chest_trap                            |    32767 | (WILDCARD)                                |                                             |
| chestEnder                         | minecraft:ender_chest                              |        0 | Ender Chest                               |                                             |
| chestStone                         | atum:limestone_chest                               |        0 | Limestone Chest                           |                                             |
| chestTrapped                       | minecraft:trapped_chest                            |        0 | Oak Trapped Chest                         |                                             |
| chestTrapped                       | quark:custom_chest_trap                            |    32767 | (WILDCARD)                                |                                             |
| chestWood                          | atum:deadwood_crate                                |        0 | Deadwood Crate                            |                                             |
| chestWood                          | atum:limestone_chest                               |        0 | Limestone Chest                           |                                             |
| chestWood                          | atum:palm_crate                                    |        0 | Palm Crate                                |                                             |
| chestWood                          | bibliocraft:framedchest                            |        0 | Oak Framed Chest                          |                                             |
| chestWood                          | bibliocraft:framedchest                            |        1 | Spruce Framed Chest                       |                                             |
| chestWood                          | bibliocraft:framedchest                            |        2 | Birch Framed Chest                        |                                             |
| chestWood                          | bibliocraft:framedchest                            |        3 | Jungle Framed Chest                       |                                             |
| chestWood                          | bibliocraft:framedchest                            |        4 | Acacia Framed Chest                       |                                             |
| chestWood                          | bibliocraft:framedchest                            |        5 | Dark Oak Framed Chest                     |                                             |
| chestWood                          | bibliocraft:framedchest                            |        6 | Framed Framed Chest                       |                                             |
| chestWood                          | minecraft:chest                                    |    32767 | (WILDCARD)                                |                                             |
| chestWood                          | minecraft:trapped_chest                            |        0 | Oak Trapped Chest                         |                                             |
| chestWood                          | quark:custom_chest                                 |        0 | Spruce Chest                              |                                             |
| chestWood                          | quark:custom_chest                                 |        1 | Birch Chest                               |                                             |
