+--------------------------------+------------------------------------------------------+-------------------------------+--------+
| Mod name                       | Registry name                                        | Entity class name             |     ID |
| NetherEx                       | netherex:obsidian_boat                               | EntityObsidianBoat            |      2 |
| NetherEx                       | netherex:pigtificate                                 | EntityPigtificate             |      4 |
| NetherEx                       | netherex:pigtificate_leader                          | EntityPigtificateLeader       |      3 |
| NetherEx                       | netherex:salamander                                  | EntitySalamander              |      7 |
| NetherEx                       | netherex:spinout                                     | EntitySpinout                 |     11 |
| NetherEx                       | netherex:spore                                       | EntitySpore                   |     13 |
| NetherEx                       | netherex:spore_creeper                               | EntitySporeCreeper            |     12 |
| NetherEx                       | netherex:wight                                       | EntityWight                   |      8 |
| Netherending Ores              | netherendingores:netherfish                          | EntityNetherfish              |    667 |
| Netherending Ores              | netherendingores:primedore                           | EntityPrimedOre               |    668 |
| Primitive Mobs                 | primitivemobs:baby_spider                            | EntityBabySpider              |     15 |
| Primitive Mobs                 | primitivemobs:bewitched_tome                         | EntityEnchantedBook           |      5 |
| Primitive Mobs                 | primitivemobs:blazing_juggernaut                     | EntityBlazingJuggernaut       |     12 |
| Primitive Mobs                 | primitivemobs:brain_slime                            | EntityBrainSlime              |      7 |
| Primitive Mobs                 | primitivemobs:chameleon                              | EntityChameleon               |      1 |
| Primitive Mobs                 | primitivemobs:dodo                                   | EntityDodo                    |     19 |
| Primitive Mobs                 | primitivemobs:festive_creeper                        | EntityFestiveCreeper          |      9 |
| Primitive Mobs                 | primitivemobs:filch_lizard                           | EntityFilchLizard             |      6 |
| Primitive Mobs                 | primitivemobs:flame_spewer                           | EntityFlameSpewer             |     24 |
| Primitive Mobs                 | primitivemobs:flame_spit                             | EntityFlameSpit               |     27 |
| Primitive Mobs                 | primitivemobs:goblin                                 | EntityGoblin                  |     22 |
| Primitive Mobs                 | primitivemobs:grovesprite                            | EntityGroveSprite             |      4 |
| Primitive Mobs                 | primitivemobs:harpy                                  | EntityHarpy                   |     23 |
| Primitive Mobs                 | primitivemobs:haunted_tool                           | EntityHauntedTool             |      3 |
| Primitive Mobs                 | primitivemobs:lily_lurker                            | EntityLilyLurker              |     13 |
| Primitive Mobs                 | primitivemobs:lost_miner                             | EntityLostMiner               |     17 |
| Primitive Mobs                 | primitivemobs:mimic                                  | EntityMimic                   |     20 |
| Primitive Mobs                 | primitivemobs:mother_spider                          | EntityMotherSpider            |     14 |
| Primitive Mobs                 | primitivemobs:primitive_egg                          | EntityPrimitiveThrowable      |     29 |
| Primitive Mobs                 | primitivemobs:primitive_tnt_primed                   | EntityPrimitiveTNTPrimed      |     26 |
| Primitive Mobs                 | primitivemobs:rocket_creeper                         | EntityRocketCreeper           |      8 |
| Primitive Mobs                 | primitivemobs:sheepman                               | EntitySheepman                |     21 |
| Primitive Mobs                 | primitivemobs:skeleton_warrior                       | EntitySkeletonWarrior         |     11 |
| Primitive Mobs                 | primitivemobs:spider_egg                             | EntitySpiderEgg               |     30 |
| Primitive Mobs                 | primitivemobs:support_creeper                        | EntitySupportCreeper          |     10 |
| Primitive Mobs                 | primitivemobs:thrown_block                           | EntityThrownBlock             |     28 |
| Primitive Mobs                 | primitivemobs:traveling_merchant                     | EntityTravelingMerchant       |     18 |
| Primitive Mobs                 | primitivemobs:treasure_slime                         | EntityTreasureSlime           |      2 |
| Primitive Mobs                 | primitivemobs:trollager                              | EntityTrollager               |     16 |
| Primitive Mobs                 | primitivemobs:void_eye                               | EntityVoidEye                 |     25 |
| Quark                          | quark:archaeologist                                  | EntityArchaeologist           |     16 |
| Quark                          | quark:arrow_ender                                    | EntityArrowEnder              |      5 |
| Quark                          | quark:arrow_explosive                                | EntityArrowExplosive          |      6 |
| Quark                          | quark:arrow_torch                                    | EntityArrowTorch              |      7 |
| Quark                          | quark:ashen                                          | EntityAshen                   |      1 |
| Quark                          | quark:chest_passenger                                | EntityChestPassenger          |     13 |
| Quark                          | quark:colored_item_frame                             | EntityColoredItemFrame        |      0 |
| Quark                          | quark:dragon_breath_bottle                           | EntityDragonBreathBottle      |     11 |
| Quark                          | quark:dweller                                        | EntityDweller                 |      2 |
| Quark                          | quark:flat_item_frame                                | EntityFlatItemFrame           |      9 |
| Quark                          | quark:foxhound                                       | EntityFoxhound                |     21 |
| Quark                          | quark:glass_item_frame                               | EntityGlassItemFrame          |     10 |
| Quark                          | quark:gravisand                                      | EntityGravisand               |     23 |
| Quark                          | quark:leash_knot                                     | EntityLeashKnot2TheKnotting   |     19 |
| Quark                          | quark:parrot_egg                                     | EntityParrotEgg               |     14 |
| Quark                          | quark:pickarang                                      | EntityPickarang               |     20 |
| Quark                          | quark:seat                                           | Seat                          |     12 |
| Quark                          | quark:soul_powder                                    | EntitySoulPowder              |      8 |
| Quark                          | quark:stoneling                                      | EntityStoneling               |     17 |
| Quark                          | quark:totem_of_holding                               | EntityTotemOfHolding          |     15 |
| Quark                          | quark:wraith                                         | EntityWraith                  |      4 |
| Railcraft                      | railcraft:bore                                       | EntityTunnelBore              |     50 |
| Railcraft                      | railcraft:cart_basic                                 | EntityCartBasic               |      1 |
| Railcraft                      | railcraft:cart_bed                                   | EntityCartBed                 |     31 |
| Railcraft                      | railcraft:cart_cargo                                 | EntityCartCargo               |     23 |
| Railcraft                      | railcraft:cart_chest                                 | EntityCartChest               |      2 |
| Railcraft                      | railcraft:cart_chest_metals                          | EntityCartChestMetals         |     33 |
| Railcraft                      | railcraft:cart_chest_void                            | EntityCartChestVoid           |     32 |
| Railcraft                      | railcraft:cart_command_block                         | EntityCartCommand             |      6 |
| Railcraft                      | railcraft:cart_furnace                               | EntityCartFurnace             |      3 |
| Railcraft                      | railcraft:cart_gift                                  | EntityCartGift                |     24 |
| Railcraft                      | railcraft:cart_hopper                                | EntityCartHopper              |      5 |
| Railcraft                      | railcraft:cart_jukebox                               | EntityCartJukebox             |     30 |
| Railcraft                      | railcraft:cart_pumpkin                               | EntityCartPumpkin             |     25 |
| Railcraft                      | railcraft:cart_redstone_flux                         | EntityCartRF                  |     26 |
| Railcraft                      | railcraft:cart_spawner                               | EntityCartSpawner             |      7 |
| Railcraft                      | railcraft:cart_tank                                  | EntityCartTank                |     27 |
| Railcraft                      | railcraft:cart_tnt                                   | EntityCartTNT                 |      4 |
| Railcraft                      | railcraft:cart_tnt_wood                              | EntityCartTNTWood             |     28 |
| Railcraft                      | railcraft:cart_trade_station                         | EntityCartTradeStation        |     34 |
| Railcraft                      | railcraft:cart_work                                  | EntityCartWork                |     29 |
| Railcraft                      | railcraft:cart_worldspike_admin                      | EntityCartWorldspikeAdmin     |     20 |
| Railcraft                      | railcraft:cart_worldspike_personal                   | EntityCartWorldspikePersonal  |     21 |
| Railcraft                      | railcraft:cart_worldspike_standard                   | EntityCartWorldspikeStandard  |     22 |
| Railcraft                      | railcraft:fireproof_item                             | EntityItemFireproof           |     91 |
| Railcraft                      | railcraft:firestone                                  | EntityItemFirestone           |     90 |
| Railcraft                      | railcraft:locomotive_creative                        | EntityLocomotiveCreative      |     43 |
| Railcraft                      | railcraft:locomotive_electric                        | EntityLocomotiveElectric      |     42 |
| Railcraft                      | railcraft:locomotive_steam_solid                     | EntityLocomotiveSteamSolid    |     40 |
| Railcraft                      | railcraft:mow_track_layer                            | EntityCartTrackLayer          |     60 |
| Railcraft                      | railcraft:mow_track_relayer                          | EntityCartTrackRelayer        |     61 |
| Railcraft                      | railcraft:mow_track_remover                          | EntityCartTrackRemover        |     62 |
| Railcraft                      | railcraft:mow_undercutter                            | EntityCartUndercutter         |     63 |
| SecurityCraft                  | securitycraft:bouncingbetty                          | EntityBouncingBetty           |      0 |
| SecurityCraft                  | securitycraft:bullet                                 | EntityBullet                  |      6 |
| SecurityCraft                  | securitycraft:imsbomb                                | EntityIMSBomb                 |      3 |
| SecurityCraft                  | securitycraft:securitycamera                         | EntitySecurityCamera          |      4 |
| SecurityCraft                  | securitycraft:sentry                                 | EntitySentry                  |      5 |
| TekTopia                       | tektopia:architect                                   | EntityArchitect               |      6 |
| TekTopia                       | tektopia:bard                                        | EntityBard                    |     19 |
| TekTopia                       | tektopia:blacksmith                                  | EntityBlacksmith              |      4 |
| TekTopia                       | tektopia:butcher                                     | EntityButcher                 |     11 |
| TekTopia                       | tektopia:captain_aura                                | EntityCaptainAura             |     23 |
| TekTopia                       | tektopia:chef                                        | EntityChef                    |     14 |
| TekTopia                       | tektopia:child                                       | EntityChild                   |     13 |
| TekTopia                       | tektopia:cleric                                      | EntityCleric                  |     17 |
| TekTopia                       | tektopia:death_cloud                                 | EntityDeathCloud              |     22 |
| TekTopia                       | tektopia:druid                                       | EntityDruid                   |     18 |
| TekTopia                       | tektopia:enchanter                                   | EntityEnchanter               |     12 |
| TekTopia                       | tektopia:farmer                                      | EntityFarmer                  |      2 |
| TekTopia                       | tektopia:guard                                       | EntityGuard                   |      5 |
| TekTopia                       | tektopia:lumberjack                                  | EntityLumberjack              |      1 |
| TekTopia                       | tektopia:merchant                                    | EntityMerchant                |      8 |
| TekTopia                       | tektopia:miner                                       | EntityMiner                   |      3 |
| TekTopia                       | tektopia:necromancer                                 | EntityNecromancer             |     20 |
| TekTopia                       | tektopia:nitwit                                      | EntityNitwit                  |     16 |
| TekTopia                       | tektopia:nomad                                       | EntityNomad                   |      9 |
| TekTopia                       | tektopia:rancher                                     | EntityRancher                 |     10 |
| TekTopia                       | tektopia:spirit_skull                                | EntitySpiritSkull             |     21 |
| TekTopia                       | tektopia:teacher                                     | EntityTeacher                 |     15 |
| TekTopia                       | tektopia:tradesman                                   | EntityTradesman               |      7 |
| The Twilight Forest            | twilightforest:adherent                              | EntityTFAdherent              |     56 |
| The Twilight Forest            | twilightforest:armored_giant                         | EntityTFArmoredGiant          |     53 |
| The Twilight Forest            | twilightforest:bighorn_sheep                         | EntityTFBighorn               |      1 |
| The Twilight Forest            | twilightforest:blockchain_goblin                     | EntityTFBlockGoblin           |     39 |
| The Twilight Forest            | twilightforest:boggard                               | EntityTFBoggard               |     78 |
| The Twilight Forest            | twilightforest:bunny                                 | EntityTFBunny                 |     17 |
| The Twilight Forest            | twilightforest:castle_guardian                       | EntityTFCastleGuardian        |     58 |
| The Twilight Forest            | twilightforest:chain_block                           | EntityTFChainBlock            |     75 |
| The Twilight Forest            | twilightforest:charm_effect                          | EntityTFCharmEffect           |     68 |
| The Twilight Forest            | twilightforest:cube_of_annihilation                  | EntityTFCubeOfAnnihilation    |     76 |
| The Twilight Forest            | twilightforest:death_tome                            | EntityTFDeathTome             |     22 |
| The Twilight Forest            | twilightforest:deer                                  | EntityTFDeer                  |      2 |
| The Twilight Forest            | twilightforest:falling_ice                           | EntityTFFallingIce            |     70 |
| The Twilight Forest            | twilightforest:fire_beetle                           | EntityTFFireBeetle            |     25 |
| The Twilight Forest            | twilightforest:firefly                               | EntityTFMobileFirefly         |     32 |
| The Twilight Forest            | twilightforest:giant_miner                           | EntityTFGiantMiner            |     52 |
| The Twilight Forest            | twilightforest:goblin_knight_lower                   | EntityTFGoblinKnightLower     |     41 |
| The Twilight Forest            | twilightforest:goblin_knight_upper                   | EntityTFGoblinKnightUpper     |     40 |
| The Twilight Forest            | twilightforest:harbinger_cube                        | EntityTFHarbingerCube         |     55 |
| The Twilight Forest            | twilightforest:hedge_spider                          | EntityTFHedgeSpider           |      9 |
| The Twilight Forest            | twilightforest:helmet_crab                           | EntityTFHelmetCrab            |     42 |
| The Twilight Forest            | twilightforest:hostile_wolf                          | EntityTFHostileWolf           |      7 |
| The Twilight Forest            | twilightforest:hydra                                 | EntityTFHydra                 |     10 |
| The Twilight Forest            | twilightforest:hydra_head                            | EntityTFHydraHead             |     59 |
| The Twilight Forest            | twilightforest:hydra_mortar                          | EntityTFHydraMortar           |     64 |
| The Twilight Forest            | twilightforest:ice_arrow                             | EntityIceArrow                |     73 |
| The Twilight Forest            | twilightforest:ice_crystal                           | EntityTFIceCrystal            |     54 |
| The Twilight Forest            | twilightforest:ice_snowball                          | EntityTFIceSnowball           |     74 |
| The Twilight Forest            | twilightforest:king_spider                           | EntityTFKingSpider            |     31 |
| The Twilight Forest            | twilightforest:knight_phantom                        | EntityTFKnightPhantom         |     43 |
| The Twilight Forest            | twilightforest:kobold                                | EntityTFKobold                |     20 |
| The Twilight Forest            | twilightforest:lich                                  | EntityTFLich                  |     11 |
| The Twilight Forest            | twilightforest:lich_bolt                             | EntityTFLichBolt              |     61 |
| The Twilight Forest            | twilightforest:lich_bomb                             | EntityTFLichBomb              |     65 |
| The Twilight Forest            | twilightforest:lich_minion                           | EntityTFLichMinion            |     13 |
| The Twilight Forest            | twilightforest:loyal_zombie                          | EntityTFLoyalZombie           |     14 |
| The Twilight Forest            | twilightforest:maze_slime                            | EntityTFMazeSlime             |     28 |
| The Twilight Forest            | twilightforest:mini_ghast                            | EntityTFMiniGhast             |     33 |
| The Twilight Forest            | twilightforest:minoshroom                            | EntityTFMinoshroom            |     24 |
| The Twilight Forest            | twilightforest:minotaur                              | EntityTFMinotaur              |     23 |
| The Twilight Forest            | twilightforest:mist_wolf                             | EntityTFMistWolf              |     30 |
| The Twilight Forest            | twilightforest:moonworm_shot                         | EntityTFMoonwormShot          |     66 |
| The Twilight Forest            | twilightforest:mosquito_swarm                        | EntityTFMosquitoSwarm         |     21 |
| The Twilight Forest            | twilightforest:naga                                  | EntityTFNaga                  |      5 |
| The Twilight Forest            | twilightforest:nature_bolt                           | EntityTFNatureBolt            |     60 |
| The Twilight Forest            | twilightforest:penguin                               | EntityTFPenguin               |     12 |
| The Twilight Forest            | twilightforest:pinch_beetle                          | EntityTFPinchBeetle           |     27 |
| The Twilight Forest            | twilightforest:quest_ram                             | EntityTFQuestRam              |     19 |
| The Twilight Forest            | twilightforest:raven                                 | EntityTFRaven                 |     18 |
| The Twilight Forest            | twilightforest:redcap                                | EntityTFRedcap                |      3 |
| The Twilight Forest            | twilightforest:redcap_sapper                         | EntityTFRedcapSapper          |     29 |
| The Twilight Forest            | twilightforest:rising_zombie                         | EntityTFRisingZombie          |     79 |
| The Twilight Forest            | twilightforest:roving_cube                           | EntityTFRovingCube            |     57 |
| The Twilight Forest            | twilightforest:seeker_arrow                          | EntitySeekerArrow             |     72 |
| The Twilight Forest            | twilightforest:skeleton_druid                        | EntityTFSkeletonDruid         |      6 |
| The Twilight Forest            | twilightforest:slider                                | EntityTFSlideBlock            |     77 |
| The Twilight Forest            | twilightforest:slime_beetle                          | EntityTFSlimeBeetle           |     26 |
| The Twilight Forest            | twilightforest:slime_blob                            | EntityTFSlimeProjectile       |     67 |
| The Twilight Forest            | twilightforest:snow_guardian                         | EntityTFSnowGuardian          |     47 |
| The Twilight Forest            | twilightforest:snow_queen                            | EntityTFSnowQueen             |     50 |
| The Twilight Forest            | twilightforest:squirrel                              | EntityTFSquirrel              |     16 |
| The Twilight Forest            | twilightforest:stable_ice_core                       | EntityTFIceShooter            |     48 |
| The Twilight Forest            | twilightforest:swarm_spider                          | EntityTFSwarmSpider           |      4 |
| The Twilight Forest            | twilightforest:thrown_ice                            | EntityTFIceBomb               |     71 |
| The Twilight Forest            | twilightforest:thrown_wep                            | EntityTFThrownWep             |     69 |
| The Twilight Forest            | twilightforest:tiny_bird                             | EntityTFTinyBird              |     15 |
| The Twilight Forest            | twilightforest:tome_bolt                             | EntityTFTomeBolt              |     63 |
| The Twilight Forest            | twilightforest:tower_broodling                       | EntityTFTowerBroodling        |     37 |
| The Twilight Forest            | twilightforest:tower_ghast                           | EntityTFTowerGhast            |     34 |
| The Twilight Forest            | twilightforest:tower_golem                           | EntityTFTowerGolem            |     35 |
| The Twilight Forest            | twilightforest:tower_termite                         | EntityTFTowerTermite          |     36 |
| The Twilight Forest            | twilightforest:troll                                 | EntityTFTroll                 |     51 |
| The Twilight Forest            | twilightforest:unstable_ice_core                     | EntityTFIceExploder           |     49 |
| The Twilight Forest            | twilightforest:ur_ghast                              | EntityTFUrGhast               |     38 |
| The Twilight Forest            | twilightforest:wand_bolt                             | EntityTFTwilightWandBolt      |     62 |
| The Twilight Forest            | twilightforest:wild_boar                             | EntityTFBoar                  |      0 |
| The Twilight Forest            | twilightforest:winter_wolf                           | EntityTFWinterWolf            |     46 |
| The Twilight Forest            | twilightforest:wraith                                | EntityTFWraith                |      8 |
| The Twilight Forest            | twilightforest:yeti                                  | EntityTFYeti                  |     44 |
| The Twilight Forest            | twilightforest:yeti_alpha                            | EntityTFYetiAlpha             |     45 |
| Tinkers' Construct             | tconstruct:arrow                                     | EntityArrow                   |     10 |
| Tinkers' Construct             | tconstruct:blueslime                                 | EntityBlueSlime               |      1 |
| Tinkers' Construct             | tconstruct:bolt                                      | EntityBolt                    |     11 |
| Tinkers' Construct             | tconstruct:fancy_frame                               | EntityFancyItemFrame          |      2 |
| Tinkers' Construct             | tconstruct:indestructible                            | IndestructibleEntityItem      |      0 |
| Tinkers' Construct             | tconstruct:shuriken                                  | EntityShuriken                |     12 |
| Tinkers' Construct             | tconstruct:throwball                                 | EntityThrowball               |      3 |
+--------------------------------+------------------------------------------------------+-------------------------------+--------+
| Mod name                       | Registry name                                        | Entity class name             |     ID |
+--------------------------------+------------------------------------------------------+-------------------------------+--------+
