+--------------------------------+--------------------------------------------------------------------+---------+----------+----------------------------------------------+-----------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                              |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                                      |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                                    |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                                 |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                                    |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                                     |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                                    |
+--------------------------------+--------------------------------------------------------------------+---------+----------+----------------------------------------------+-----------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------+
| Mod name                       | Registry name                                                      | Item ID | Meta/dmg |                                 Display name | Recipe name                                                                                                     | Ore Dict keys                                                    |
| Atum 2                         | atum:thin_framed_black_stained_glass                               |    4762 |        0 |              Black Stained Thin Framed Glass | atum:thin_framed_black                                                                                          | paneGlass,paneGlassBlack                                         |
| Atum 2                         | atum:thin_framed_blue_stained_glass                                |    4758 |        0 |               Blue Stained Thin Framed Glass | atum:thin_framed_blue                                                                                           | paneGlass,paneGlassBlue                                          |
| Atum 2                         | atum:thin_framed_brown_stained_glass                               |    4759 |        0 |              Brown Stained Thin Framed Glass | atum:thin_framed_brown                                                                                          | paneGlass,paneGlassBrown                                         |
| Atum 2                         | atum:thin_framed_cyan_stained_glass                                |    4756 |        0 |               Cyan Stained Thin Framed Glass | atum:thin_framed_cyan                                                                                           | paneGlass,paneGlassCyan                                          |
| Atum 2                         | atum:thin_framed_glass                                             |    4746 |        0 |                            Thin Framed Glass | atum:thin_framed_glass                                                                                          | paneGlass,paneGlassColorless                                     |
| Atum 2                         | atum:thin_framed_gray_stained_glass                                |    4754 |        0 |               Gray Stained Thin Framed Glass | atum:thin_framed_gray                                                                                           | paneGlass,paneGlassGray                                          |
| Atum 2                         | atum:thin_framed_green_stained_glass                               |    4760 |        0 |              Green Stained Thin Framed Glass | atum:thin_framed_green                                                                                          | paneGlass,paneGlassGreen                                         |
| Atum 2                         | atum:thin_framed_light_blue_stained_glass                          |    4750 |        0 |         Light Blue Stained Thin Framed Glass | atum:thin_framed_lightblue                                                                                      | paneGlass,paneGlassLightBlue                                     |
| Atum 2                         | atum:thin_framed_lime_stained_glass                                |    4752 |        0 |               Lime Stained Thin Framed Glass | atum:thin_framed_lime                                                                                           | paneGlass,paneGlassLime                                          |
| Atum 2                         | atum:thin_framed_magenta_stained_glass                             |    4749 |        0 |            Magenta Stained Thin Framed Glass | atum:thin_framed_magenta                                                                                        | paneGlass,paneGlassMagenta                                       |
| Atum 2                         | atum:thin_framed_orange_stained_glass                              |    4748 |        0 |             Orange Stained Thin Framed Glass | atum:thin_framed_orange                                                                                         | paneGlass,paneGlassOrange                                        |
| Atum 2                         | atum:thin_framed_pink_stained_glass                                |    4753 |        0 |               Pink Stained Thin Framed Glass | atum:thin_framed_pink                                                                                           | paneGlass,paneGlassPink                                          |
| Atum 2                         | atum:thin_framed_purple_stained_glass                              |    4757 |        0 |             Purple Stained Thin Framed Glass | atum:thin_framed_purple                                                                                         | paneGlass,paneGlassPurple                                        |
| Atum 2                         | atum:thin_framed_red_stained_glass                                 |    4761 |        0 |                Red Stained Thin Framed Glass | atum:thin_framed_red                                                                                            | paneGlass,paneGlassRed                                           |
| Atum 2                         | atum:thin_framed_silver_stained_glass                              |    4755 |        0 |             Silver Stained Thin Framed Glass | atum:thin_framed_lightgray                                                                                      | paneGlass,paneGlassLightGray                                     |
| Atum 2                         | atum:thin_framed_white_stained_glass                               |    4747 |        0 |              White Stained Thin Framed Glass | atum:thin_framed_white                                                                                          | paneGlass,paneGlassWhite                                         |
| Atum 2                         | atum:thin_framed_yellow_stained_glass                              |    4751 |        0 |             Yellow Stained Thin Framed Glass | atum:thin_framed_yellow                                                                                         | paneGlass,paneGlassYellow                                        |
| Atum 2                         | atum:wanderer_boots                                                |    5361 |        0 |                               Wanderer Boots | atum:wanderer_boots                                                                                             |                                                                  |
| Atum 2                         | atum:wanderer_chest                                                |    5359 |        0 |                          Wanderer Chestplate | atum:wanderer_chestchest                                                                                        |                                                                  |
| Atum 2                         | atum:wanderer_helmet                                               |    5358 |        0 |                              Wanderer Helmet | atum:wanderer_helmet                                                                                            |                                                                  |
| Atum 2                         | atum:wanderer_legs                                                 |    5360 |        0 |                            Wanderer Leggings | atum:wanderer_legs                                                                                              |                                                                  |
| Atum 2                         | minecraft:brewing_stand                                            |     379 |        0 |                                Brewing Stand | atum:ore_brewing_stand                                                                                          |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        0 |                        White Concrete Powder | atum:concrete_powderwhite                                                                                       |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        1 |                       Orange Concrete Powder | atum:concrete_powderorange                                                                                      |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        2 |                      Magenta Concrete Powder | atum:concrete_powdermagenta                                                                                     |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        3 |                   Light Blue Concrete Powder | atum:concrete_powderlightblue                                                                                   |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        4 |                       Yellow Concrete Powder | atum:concrete_powderyellow                                                                                      |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        5 |                         Lime Concrete Powder | atum:concrete_powderlime                                                                                        |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        6 |                         Pink Concrete Powder | atum:concrete_powderpink                                                                                        |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        7 |                         Gray Concrete Powder | atum:concrete_powdergray                                                                                        |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        8 |                   Light Gray Concrete Powder | atum:concrete_powderlightgray                                                                                   |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |        9 |                         Cyan Concrete Powder | atum:concrete_powdercyan                                                                                        |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       10 |                       Purple Concrete Powder | atum:concrete_powderpurple                                                                                      |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       11 |                         Blue Concrete Powder | atum:concrete_powderblue                                                                                        |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       12 |                        Brown Concrete Powder | atum:concrete_powderbrown                                                                                       |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       13 |                        Green Concrete Powder | atum:concrete_powdergreen                                                                                       |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       14 |                          Red Concrete Powder | atum:concrete_powderred                                                                                         |                                                                  |
| Atum 2                         | minecraft:concrete_powder                                          |     252 |       15 |                        Black Concrete Powder | atum:concrete_powderblack                                                                                       |                                                                  |
| Atum 2                         | minecraft:dye                                                      |     351 |       15 |                                    Bone Meal | atum:bone_meal_from_dirty_bone_block                                                                            | dye,dyeWhite                                                     |
| Atum 2                         | minecraft:end_rod                                                  |     198 |        0 |                                      End Rod | atum:ore_end_rod                                                                                                |                                                                  |
| Atum 2                         | minecraft:ender_eye                                                |     381 |        0 |                                 Eye of Ender | atum:ore_ender_eye                                                                                              | pearlEnderEye                                                    |
| Atum 2                         | minecraft:fire_charge                                              |     385 |        0 |                                  Fire Charge | atum:ore_fire_charge                                                                                            |                                                                  |
| Atum 2                         | minecraft:glass_bottle                                             |     374 |        0 |                                 Glass Bottle | atum:glass_bottle                                                                                               |                                                                  |
| Atum 2                         | minecraft:magma_cream                                              |     378 |        0 |                                  Magma Cream | atum:ore_magma_cream                                                                                            |                                                                  |
| Atum 2                         | minecraft:map                                                      |     395 |        0 |                                    Empty Map | atum:map_extending_scroll                                                                                       |                                                                  |
| Atum 2                         | minecraft:painting                                                 |     321 |        0 |                                     Painting | atum:painting_oredict                                                                                           |                                                                  |
| Atum 2                         | minecraft:sand                                                     |      12 |        0 |                                         Sand | atum:sand_to_sand                                                                                               | sand                                                             |
| Atum 2                         | minecraft:stick                                                    |     280 |        0 |                                        Stick | atum:stick                                                                                                      | stickWood                                                        |
| Atum 2                         | minecraft:string                                                   |     287 |        0 |                                       String | atum:flax                                                                                                       | string                                                           |
| Avatar Addon Mod               | am:black_leather_grip                                              |    5879 |        0 |                           Black Leather Grip | am:black_leather_grip                                                                                           |                                                                  |
| Avatar Addon Mod               | am:blue_metal_plate                                                |    5875 |        0 |                             Blue Metal Plate | am:blue_metal_plate                                                                                             |                                                                  |
| Avatar Addon Mod               | am:bone_handle                                                     |    5881 |        0 |                                  Bone Handle | am:bone_handle                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:bone_leather_gripped_handle                                     |    5882 |        0 |                  Bone Leather Gripped Handle | am:bone_leather_gripped_handle                                                                                  |                                                                  |
| Avatar Addon Mod               | am:bone_stick                                                      |    5883 |        0 |                                   Bone Stick | am:bone_stick                                                                                                   |                                                                  |
| Avatar Addon Mod               | am:bone_stick_for_spears                                           |    5884 |        0 |                        Bone Stick For Spears | am:bone_stick_for_spears                                                                                        |                                                                  |
| Avatar Addon Mod               | am:boomerang                                                       |    5824 |        0 |                                    Boomerang | am:boomerang                                                                                                    |                                                                  |
| Avatar Addon Mod               | am:butterfly_sword                                                 |    5799 |        0 |                              Butterfly Sword | am:butterfly_sword                                                                                              |                                                                  |
| Avatar Addon Mod               | am:cactus_juice                                                    |    5892 |        0 |                                 Cactus Juice | am:cactus_juice                                                                                                 |                                                                  |
| Avatar Addon Mod               | am:dadao                                                           |    5816 |        0 |                                        Dadao | am:dadao                                                                                                        |                                                                  |
| Avatar Addon Mod               | am:dao_broadsword                                                  |    5800 |        0 |                               Dao Broadsword | am:dao_broadsword                                                                                               |                                                                  |
| Avatar Addon Mod               | am:earthkingdome_boots                                             |    5842 |        0 |                          Earth Kingdom Boots | am:earthkingdome_boots                                                                                          |                                                                  |
| Avatar Addon Mod               | am:earthkingdome_captain_helmet                                    |    5843 |        0 |                 Earth Kingdom Captain Helmet | am:earthkingdome_captain_helmet                                                                                 |                                                                  |
| Avatar Addon Mod               | am:earthkingdome_chestplate                                        |    5840 |        0 |                     Earth Kingdom Chestplate | am:earthkingdome_chestplate                                                                                     |                                                                  |
| Avatar Addon Mod               | am:earthkingdome_helmet                                            |    5839 |        0 |                         Earth Kingdom Helmet | am:earthkingdome_helmet                                                                                         |                                                                  |
| Avatar Addon Mod               | am:earthkingdome_leggings                                          |    5841 |        0 |                       Earth Kingdom Leggings | am:earthkingdome_leggings                                                                                       |                                                                  |
| Avatar Addon Mod               | am:firenation_boots                                                |    5851 |        0 |                            Fire Nation Boots | am:firenation_boots                                                                                             |                                                                  |
| Avatar Addon Mod               | am:firenation_chestplate                                           |    5849 |        0 |                       Fire Nation Chestplate | am:firenation_chestplate                                                                                        |                                                                  |
| Avatar Addon Mod               | am:firenation_helmet                                               |    5848 |        0 |                           Fire Nation Helmet | am:firenation_helmet                                                                                            |                                                                  |
| Avatar Addon Mod               | am:firenation_helmet_mask                                          |    5852 |        0 |                      Fire Nation Helmet Mask | am:firenation_helmet_mask                                                                                       |                                                                  |
| Avatar Addon Mod               | am:firenation_leggings                                             |    5850 |        0 |                         Fire Nation Leggings | am:firenation_leggings                                                                                          |                                                                  |
| Avatar Addon Mod               | am:firenation_sword                                                |    5817 |        0 |                            Fire Nation Sword | am:firenation_sword                                                                                             |                                                                  |
| Avatar Addon Mod               | am:golden_guard                                                    |    5891 |        0 |                                 Golden Guard | am:golden_guard                                                                                                 |                                                                  |
| Avatar Addon Mod               | am:green_metal_plate                                               |    5876 |        0 |                            Green Metal Plate | am:green_metal_plate                                                                                            |                                                                  |
| Avatar Addon Mod               | am:guan_dao                                                        |    5820 |        0 |                                     Guan Dao | am:guan_dao                                                                                                     |                                                                  |
| Avatar Addon Mod               | am:hammer                                                          |    5811 |        0 |                                       Hammer | am:hammer                                                                                                       |                                                                  |
| Avatar Addon Mod               | am:hook_sword                                                      |    5801 |        0 |                                   Hook Sword | am:hook_sword                                                                                                   |                                                                  |
| Avatar Addon Mod               | am:jaw_blade                                                       |    5795 |        0 |                                    Jaw Blade | am:jaw_blade                                                                                                    |                                                                  |
| Avatar Addon Mod               | am:jian_collar                                                     |    5886 |        0 |                                  Jian Collar | am:jian_collar                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:jian_handle                                                     |    5887 |        0 |                                  Jian Handle | am:jian_handle                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:jian_sword                                                      |    5818 |        0 |                                   Jian Sword | am:jian_sword                                                                                                   |                                                                  |
| Avatar Addon Mod               | am:jii                                                             |    5819 |        0 |                                          Jii | am:jii                                                                                                          |                                                                  |
| Avatar Addon Mod               | am:kama                                                            |    5802 |        0 |                                         Kama | am:kama                                                                                                         |                                                                  |
| Avatar Addon Mod               | am:kanabo                                                          |    5821 |        0 |                                       Kanabo | am:kanabo                                                                                                       |                                                                  |
| Avatar Addon Mod               | am:katana                                                          |    5798 |        0 |                                       Katana | am:katana                                                                                                       |                                                                  |
| Avatar Addon Mod               | am:kukri                                                           |    5803 |        0 |                                        Kukri | am:kukri                                                                                                        |                                                                  |
| Avatar Addon Mod               | am:leather_grip                                                    |    5878 |        0 |                                 Leather Grip | am:leather_grip                                                                                                 |                                                                  |
| Avatar Addon Mod               | am:lochaber_axe                                                    |    5804 |        0 |                                 Lochaber Axe | am:lochaber_axe                                                                                                 |                                                                  |
| Avatar Addon Mod               | am:machete                                                         |    5793 |        0 |                                      Machete | am:machete                                                                                                      |                                                                  |
| Avatar Addon Mod               | am:metal_axe                                                       |    5828 |        0 |                                    Metal Axe | am:metal_axe                                                                                                    |                                                                  |
| Avatar Addon Mod               | am:metal_block                                                     |    5893 |        0 |                                  Metal Block | am:metal_block                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:metal_knife                                                     |    5829 |        0 |                                  Metal Knife | am:metal_knife                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:metal_plate                                                     |    5873 |        0 |                                  Metal Plate | am:metal_plate                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:meteorite_sword                                                 |    5825 |        0 |                              Meteorite Sword | am:meteorite_sword                                                                                              |                                                                  |
| Avatar Addon Mod               | am:naginata                                                        |    5805 |        0 |                                     Naginata | am:naginata                                                                                                     |                                                                  |
| Avatar Addon Mod               | am:ninjato                                                         |    5814 |        0 |                                      Ninjato | am:ninjato                                                                                                      |                                                                  |
| Avatar Addon Mod               | am:nunchaku                                                        |    5806 |        0 |                                     Nunchaku | am:nunchaku                                                                                                     |                                                                  |
| Avatar Addon Mod               | am:poison_knife                                                    |    5822 |        0 |                                 Poison Knife | am:poison_knife                                                                                                 |                                                                  |
| Avatar Addon Mod               | am:polearm                                                         |    5808 |        0 |                                      Polearm | am:polearm                                                                                                      |                                                                  |
| Avatar Addon Mod               | am:pu_dao                                                          |    5809 |        0 |                                       Pu Dao | am:pu_dao                                                                                                       |                                                                  |
| Avatar Addon Mod               | am:qian_kun_ri_yue_dao                                             |    5815 |        0 |                          Qian Kun Ri Yue Dao | am:qian_kun_ri_yue_dao                                                                                          |                                                                  |
| Avatar Addon Mod               | am:red_leather_grip                                                |    5880 |        0 |                             Red Leather Grip | am:red_leather_grip                                                                                             |                                                                  |
| Avatar Addon Mod               | am:red_metal_plate                                                 |    5874 |        0 |                              Red Metal Plate | am:red_metal_plate                                                                                              |                                                                  |
| Avatar Addon Mod               | am:red_wooden_handle                                               |    5889 |        0 |                            Red Wooden Handle | am:red_wooden_handle                                                                                            |                                                                  |
| Avatar Addon Mod               | am:rock_gloves                                                     |    5813 |        0 |                                  Rock Gloves | am:rock_gloves                                                                                                  |                                                                  |
| Avatar Addon Mod               | am:spear                                                           |    5796 |        0 |                                        Spear | am:spear                                                                                                        |                                                                  |
| Avatar Addon Mod               | am:staff                                                           |    5812 |        0 |                                        Staff | am:staff                                                                                                        |                                                                  |
| Avatar Addon Mod               | am:stick_for_spears                                                |    5888 |        0 |                             Stick For Spears | am:stick_for_spears                                                                                             |                                                                  |
| Avatar Addon Mod               | am:stilettos                                                       |    5827 |        0 |                                    Stilettos | am:stilettos                                                                                                    |                                                                  |
| Avatar Addon Mod               | am:throwable_knife                                                 |    5826 |        0 |                              Throwable Knife | am:throwable_knife                                                                                              |                                                                  |
| Avatar Addon Mod               | am:tsuka                                                           |    5890 |        0 |                                        Tsuka | am:tsuka                                                                                                        |                                                                  |
| Avatar Addon Mod               | am:war_fan                                                         |    5810 |        0 |                                      War Fan | am:war_fan                                                                                                      |                                                                  |
| Avatar Addon Mod               | am:war_fan_shield                                                  |    5857 |        0 |                                       Shield | am:war_fan_shield                                                                                               |                                                                  |
| Avatar Addon Mod               | am:water_tribe_shield                                              |    5856 |        0 |                                       Shield | am:water_tribe_shield                                                                                           |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_boots                                          |    5833 |        0 |                       Water Tribe Wolf Boots | am:water_tribe_wolf_boots                                                                                       |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_chestplate                                     |    5831 |        0 |                  Water Tribe Wolf Chestplate | am:water_tribe_wolf_chestplate                                                                                  |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_general_chestplate                             |    5838 |        0 |          Water Tribe Wolf General Chestplate | am:water_tribe_wolf_general_chestplate                                                                          |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_general_helmet                                 |    5837 |        0 |              Water Tribe Wolf General Helmet | am:water_tribe_wolf_general_helmet                                                                              |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_helmet                                         |    5830 |        0 |                      Water Tribe Wolf Helmet | am:water_tribe_wolf_helmet                                                                                      |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_leggings                                       |    5832 |        0 |                    Water Tribe Wolf Leggings | am:water_tribe_wolf_leggings                                                                                    |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_sergent_chestplate                             |    5836 |        0 |          Water Tribe Wolf Sergent Chestplate | am:water_tribe_wolf_sergent_chestplate                                                                          |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_sergent_helmet                                 |    5835 |        0 |              Water Tribe Wolf Sergent Helmet | am:water_tribe_wolf_sergent_helmet                                                                              |                                                                  |
| Avatar Addon Mod               | am:water_tribe_wolf_soldier_helmet                                 |    5834 |        0 |              Water Tribe Wolf Soldier Helmet | am:water_tribe_wolf_soldier_helmet                                                                              |                                                                  |
| Avatar Addon Mod               | am:whales_tooth_scimitar                                           |    5797 |        0 |                       Whale's Tooth Scimitar | am:whales_tooth_scimitar                                                                                        |                                                                  |
| Avatar Addon Mod               | am:wooden_handle                                                   |    5885 |        0 |                                Wooden Handle | am:wooden_handle                                                                                                |                                                                  |
| Avatar Addon Mod               | am:yellow_metal_plate                                              |    5877 |        0 |                           Yellow Metal Plate | am:yellow_metal_plate                                                                                           |                                                                  |
| Avatar Addon Mod               | am:youngairnomad_boots                                             |    5855 |        0 |                              Air Nomad Boots | am:youngairnomad_boots                                                                                          |                                                                  |
| Avatar Addon Mod               | am:youngairnomad_chestplate                                        |    5853 |        0 |                              Air Nomad Tunic | am:youngairnomad_chestplate                                                                                     |                                                                  |
| Avatar Addon Mod               | am:youngairnomad_leggings                                          |    5854 |        0 |                           Air Nomad Leggings | am:youngairnomad_leggings                                                                                       |                                                                  |
