Mod:Item:MetaData, Localized Name
moreplanets:infected_purlonite_water_fluid, Infected Purlonite Water
moreplanets:infected_purlonite_lava_fluid, Infected Purlonite Lava
moreplanets:diona_cobblestone_stairs, Diona Cobblestone Stairs
moreplanets:diona_dungeon_brick_stairs, Diona Dungeon Brick Stairs
moreplanets:dark_energy_generator, Dark Energy Generator
moreplanets:glowing_iron_block, Block of Glowing Iron
moreplanets:crashed_alien_probe, Crashed Alien Probe
moreplanets:alien_ship_decoration_stairs, Alien Ship Decoration Stairs
moreplanets:koentus_regolith, Koentus Regolith
moreplanets:koentus_fine_regolith, Koentus Fine Regolith
moreplanets:koentus_rock, Koentus Rock
moreplanets:koentus_cobblestone, Koentus Cobblestone
moreplanets:anti_gravity_ore, Anti Gravity Ore
moreplanets:goldenite_crystals_ore, Goldenite Crystals Ore
moreplanets:koentus_tin_ore, Tin Ore
moreplanets:koentus_copper_ore, Copper Ore
moreplanets:koentus_aluminum_ore, Aluminum Ore
moreplanets:koentus_iron_ore, Iron Ore
moreplanets:anti_gravity_fragments_block, Block of Anti Gravity Fragments
moreplanets:goldenite_crystals_block, Block of Goldenite Crystals
moreplanets:koentus_dungeon_brick, Koentus Dungeon Brick
moreplanets:fallen_koentus_meteor, Fallen Koentus Meteor
moreplanets:koentus_ice, Koentus Ice
moreplanets:white_glowing_hardened_ice, White Glowing Hardened Ice
moreplanets:orange_glowing_hardened_ice, Orange Glowing Hardened Ice
moreplanets:magenta_glowing_hardened_ice, Magenta Glowing Hardened Ice
moreplanets:light_blue_glowing_hardened_ice, Light Blue Glowing Hardened Ice
moreplanets:yellow_glowing_hardened_ice, Yellow Glowing Hardened Ice
moreplanets:lime_glowing_hardened_ice, Lime Glowing Hardened Ice
moreplanets:pink_glowing_hardened_ice, Pink Glowing Hardened Ice
moreplanets:gray_glowing_hardened_ice, Gray Glowing Hardened Ice
moreplanets:silver_glowing_hardened_ice, Silver Glowing Hardened Ice
moreplanets:cyan_glowing_hardened_ice, Cyan Glowing Hardened Ice
moreplanets:purple_glowing_hardened_ice, Purple Glowing Hardened Ice
moreplanets:blue_glowing_hardened_ice, Blue Glowing Hardened Ice
moreplanets:brown_glowing_hardened_ice, Brown Glowing Hardened Ice
moreplanets:green_glowing_hardened_ice, Green Glowing Hardened Ice
moreplanets:red_glowing_hardened_ice, Red Glowing Hardened Ice
moreplanets:black_glowing_hardened_ice, Black Glowing Hardened Ice
moreplanets:creep_block, Creep Block
moreplanets:gravity_creep_block, Gravity Creep Block
moreplanets:gravity_creep_extractor, Gravity Creep Extractor
moreplanets:gravity_creep_vines, Gravity Creep Vines
moreplanets:chalos_rock, Chalos Rock
moreplanets:chalos_cobblestone, Chalos Cobblestone
moreplanets:diremsium_ore, Diremsium Ore
moreplanets:zyptorium_ore, Zyptorium Ore
moreplanets:cheese_milk_ore, Cheese Milk Ore
moreplanets:chalos_iron_ore, Iron Ore
moreplanets:chalos_tin_ore, Tin Ore
moreplanets:chalos_copper_ore, Copper Ore
moreplanets:chalos_aluminum_ore, Aluminum Ore
moreplanets:diremsium_block, Block of Diremsium
moreplanets:zyptorium_block, Block of Zyptorium
moreplanets:chalos_dungeon_brick, Chalos Dungeon Brick
moreplanets:cheese_grass_block, Cheese Grass Block
moreplanets:cheese_dirt, Cheese Dirt
moreplanets:cheese_coarse_dirt, Cheese Coarse Dirt
moreplanets:cheese_spore_stem, Cheese Spore Stem
moreplanets:cheese_spore_block, Cheese Spore
moreplanets:cheese_spore_planks, Cheese Spore Planks
moreplanets:cheese_slime_block, Cheese Slime Block
moreplanets:chalos_ancient_chest, Chalos Ancient Chest
moreplanets:chalos_treasure_chest, Chalos Treasure Chest
moreplanets:cheese_milk_cake, Cheese Milk Cake
moreplanets:cheese_spore_flower, Cheese Spore Flower
moreplanets:cheese_grass, Cheese Grass
moreplanets:cheese_farmland, Cheese Farmland
moreplanets:cheese_milk_fluid, Cheese Milk
moreplanets:gaseous_cheese_milk, Gaseous Cheese Milk
moreplanets:cheese_tall_grass, Cheese Tall Grass
moreplanets:cheese_spore_crafting_table, Cheese Spore Crafting Table
moreplanets:cheese_spore_chest, Cheese Spore Chest
moreplanets:chalos_cobblestone_stairs, Chalos Cobblestone Stairs
moreplanets:chalos_dungeon_brick_stairs, Chalos Dungeon Brick Stairs
moreplanets:cheese_spore_stairs, Cheese Spore Stairs
moreplanets:cheese_spore_fence, Cheese Spore Fence
moreplanets:cheese_spore_fence_gate, Cheese Spore Fence Gate
moreplanets:infected_grass_block, Infected Grass Block
moreplanets:infected_dirt, Infected Dirt
moreplanets:infected_coarse_dirt, Infected Coarse Dirt
moreplanets:infected_podzol, Infected Podzol
moreplanets:infected_grass, Infected Grass
moreplanets:infected_fern, Infected Fern
moreplanets:green_vein_grass, Green Vein Grass
moreplanets:infected_orange_rose_bush, Infected Orange Rose Bush
moreplanets:infected_tall_grass, Infected Tall Grass
moreplanets:infected_large_fern, Infected Large Fern
moreplanets:green_vein_tall_grass, Green Vein Tall Grass
moreplanets:nibiru_rock, Nibiru Rock
moreplanets:nibiru_cobblestone, Nibiru Cobblestone
moreplanets:nibiru_vein_cobblestone, Nibiru Vein Cobblestone
moreplanets:infected_stone_bricks, Infected Stone Bricks
moreplanets:infected_vein_stone_bricks, Infected Vein Stone Bricks
moreplanets:infected_cracked_stone_bricks, Cracked Infected Stone Bricks
moreplanets:infected_chiseled_stone_bricks, Chiseled Infected Stone Bricks
moreplanets:inferumite_block, Block of Inferumite
moreplanets:nibiru_dungeon_brick, Nibiru Dungeon Brick
moreplanets:mossy_nibiru_dungeon_brick, Mossy Nibiru Dungeon Brick
moreplanets:infected_sandstone, Infected Sandstone
moreplanets:infected_chiseled_sandstone, Infected Chiseled Sandstone
moreplanets:infected_cut_sandstone, Infected Cut Sandstone
moreplanets:infested_nibiru_rock, Infested Nibiru Rock
moreplanets:infested_nibiru_cobblestone, Infested Nibiru Cobblestone
moreplanets:infested_nibiru_vein_cobblestone, Infested Nibiru Vein Cobblestone
moreplanets:infested_infected_stone_bricks, Infested Infected Stone Bricks
moreplanets:infested_infected_vein_stone_bricks, Infested Infected Vein Stone Bricks
moreplanets:infested_infected_cracked_stone_bricks, Infested Cracked Infected Stone Bricks
moreplanets:infested_infected_chiseled_stone_bricks, Infested Chiseled Infected Stone Bricks
moreplanets:infected_iron_ore, Infected Iron Ore
moreplanets:infected_gold_ore, Infected Gold Ore
moreplanets:infected_tin_ore, Infected Tin Ore
moreplanets:infected_copper_ore, Infected Copper Ore
moreplanets:infected_aluminum_ore, Infected Aluminum Ore
moreplanets:infected_coal_ore, Infected Coal Ore
moreplanets:infected_lapis_ore, Infected Lapis Ore
moreplanets:infected_diamond_ore, Infected Diamond Ore
moreplanets:infected_emerald_ore, Infected Emerald Ore
moreplanets:infected_redstone_ore, Infected Redstone Ore
moreplanets:infected_silicon_ore, Infected Silicon Ore
moreplanets:inferumite_crystal_ore, Inferumite Crystal Ore
moreplanets:infected_oak_log, Infected Oak Log
moreplanets:infected_deadwood_log, Infected Deadwood Log
moreplanets:infected_spruce_log, Infected Spruce Log
moreplanets:infected_jungle_log, Infected Jungle Log
moreplanets:alien_berry_oak_log, Alien Berry Oak Log
moreplanets:oscalea_log, Oscalea Log
moreplanets:frolia_log, Frolia Log
moreplanets:oscalea_planks, Oscalea Planks
moreplanets:frolia_planks, Frolia Planks
moreplanets:infected_oak_planks, Infected Oak Planks
moreplanets:infected_spruce_planks, Infected Spruce Planks
moreplanets:alien_berry_oak_planks, Alien Berry Oak Planks
moreplanets:infected_oak_leaves, Infected Oak Leaves
moreplanets:infected_spruce_leaves, Infected Spruce Leaves
moreplanets:infected_jungle_leaves, Infected Jungle Leaves
moreplanets:alien_berry_oak_leaves, Alien Berry Oak Leaves
moreplanets:oscalea_leaves, Oscalea Leaves
moreplanets:frolia_leaves, Frolia Leaves
moreplanets:flowering_frolia_leaves, Flowering Frolia Leaves
moreplanets:infected_oak_sapling, Infected Oak Sapling
moreplanets:infected_spruce_sapling, Infected Spruce Sapling
moreplanets:infected_jungle_sapling, Infected Jungle Sapling
moreplanets:alien_berry_oak_sapling, Alien Berry Oak Sapling
moreplanets:pure_herb, Pure Herb
moreplanets:terrapuff_herb, Terrapuff Herb
moreplanets:batasia_dandelion, Bastasia Dandelion
moreplanets:pyolonia, Pyolonia
moreplanets:philipy, Philipy
moreplanets:white_tail, White Tail
moreplanets:vealium_vines, Vealium Vines
moreplanets:terrashroom, Terrashroom
moreplanets:nemophila, Nemophila
moreplanets:pink_blechnum, Pink Blechnum
moreplanets:purple_bush, Purple Bush
moreplanets:fronos_fern, Fronos Fern
moreplanets:fronos_lily_pad, Fronos Lily Pad
moreplanets:fronos_mushroom, Fronos Mushroom
moreplanets:oscalea_sapling, Oscalea Sapling
moreplanets:frolia_sapling, Frolia Sapling
moreplanets:infected_crafting_table, Infected Crafting Table
moreplanets:alien_berry_crafting_table, Alien Berry Crafting Table
moreplanets:infected_oak_bookshelf, Infected Oak Bookshelf
moreplanets:alien_berry_oak_bookshelf, Alien Berry Oak Bookshelf
moreplanets:infected_oak_fence, Infected Oak Fence
moreplanets:alien_berry_oak_fence, Alien Berry Oak Fence
moreplanets:infected_grass_path, Infected Grass Path
moreplanets:green_vein_grass_path, Green Vein Grass Path
moreplanets:infected_farmland, Infected Farmland
moreplanets:infected_sand, Infected Sand
moreplanets:infected_cactus, Infected Cactus
moreplanets:infected_water_fluid_mp, Infected Water
moreplanets:infected_vines, Infected Vines
moreplanets:sporelily, Sporelily
moreplanets:infected_oak_fence_gate, Infected Oak Fence Gate
moreplanets:nibiru_ancient_chest, Nibiru Ancient Chest
moreplanets:infected_snow, Infected Snow
moreplanets:purified_snow, Purified Snow
moreplanets:infected_ice, Infected Ice
moreplanets:infected_packed_ice, Infected Packed Ice
moreplanets:infected_snow_layer, tile.infected_snow_layer.name
moreplanets:purified_snow_layer, tile.purified_snow_layer.name
moreplanets:green_vein_grass_block, Green Vein Grass Block
moreplanets:infected_melon, Infected Melon
moreplanets:infected_gravel, Infected Gravel
moreplanets:infected_clay, Infected Clay
moreplanets:nibiru_treasure_chest, Nibiru Treasure Chest
moreplanets:infected_chest, Infected Chest
moreplanets:alien_berry_chest, Alien Berry Chest
moreplanets:multalic_crystal, Multalic Crystal
moreplanets:infected_prismarine, Infected Prismarine
moreplanets:infected_prismarine_bricks, Infected Prismarine Bricks
moreplanets:infected_dark_prismarine, Infected Dark Prismarine
moreplanets:infected_sea_lantern, Infected Sea Lantern
moreplanets:infected_sponge, Infected Sponge
moreplanets:infected_wet_sponge, Infected Wet Sponge
moreplanets:infected_seaweed, Infected Seaweed
moreplanets:oil_ore, Oil Ore
moreplanets:helium_gas, Helium Gas
moreplanets:infected_vines_dirt, Infected Vines Dirt
moreplanets:infected_torch, Infected Torch
moreplanets:infected_furnace, Infected Furnace
moreplanets:terrastone_furnace, Terrastone Furnace
moreplanets:juicer_egg, Juicer Egg
moreplanets:nuclear_waste_tank, Nuclear Waste Tank
moreplanets:nuclear_waste_fluid, Nuclear Waste
moreplanets:vein_frame, Vein Frame
moreplanets:nuclear_waste_generator, Nuclear Waste Generator
moreplanets:alien_berry_oak_fence_gate, Alien Berry Oak Fence Gate
moreplanets:multalic_crystal_block, Block of Multalic Crystal
moreplanets:terrastone, Terrastone
moreplanets:purified_water_fluid, Purified Water
moreplanets:purified_gravel, Purified Gravel
moreplanets:huge_terrashroom_block, Terrashroom Block
moreplanets:sealable_nuclear_waste_rod, Sealable Nuclear Waste Rod
moreplanets:nibiru_dungeon_brick_stairs, Nibiru Dungeon Brick Stairs
moreplanets:infected_oak_stairs, Infected Oak Stairs
moreplanets:alien_berry_oak_stairs, Alien Berry Oak Stairs
moreplanets:infected_prismarine_stairs, Infected Prismarine Stairs
moreplanets:infected_prismarine_brick_stairs, Infected Prismarine Brick Stairs
moreplanets:infected_dark_prismarine_stairs, Infected Dark Prismarine Stairs
moreplanets:infected_vein_stone_bricks_stairs, Infected Vein Stone Bricks Stairs
moreplanets:cracked_infected_stone_bricks_stairs, Cracked Infected Stone Bricks
moreplanets:infected_cut_sandstone_stairs, Infected Cut Sandstone Stairs
moreplanets:nibiru_cobblestone_stairs, Nibiru Cobblestone Stairs
moreplanets:infected_stone_bricks_stairs, Infected Stone Bricks Stairs
moreplanets:infected_sandstone_stairs, Infected Sandstone Stairs
moreplanets:terrastone_stairs, Terrastone Stairs
moreplanets:infected_prismarine_slab, Infected Prismarine Slab
moreplanets:infected_prismarine_brick_slab, Infected Prismarine Brick Slab
moreplanets:infected_dark_prismarine_slab, Infected Dark Prismarine Slab
moreplanets:infected_stone_bricks_slab, Infected Stone Bricks Slab
moreplanets:infected_vein_stone_bricks_slab, Infected Vein Stone Bricks Slab
moreplanets:infected_cracked_stone_bricks_slab, Cracked Infected Stone Bricks Slab
moreplanets:terrastone_slab, Terrastone Slab
moreplanets:infected_sandstone_slab, Infected Sandstone Slab
moreplanets:infected_cut_sandstone_slab, Infected Cut Sandstone Slab
moreplanets:empty_capsule, Empty Capsule
moreplanets:infected_spore_protection_capsule, Infected Spore Protection Capsule
moreplanets:dark_energy_protection_capsule, Dark Energy Protection Capsule
moreplanets:laser_bullet, Laser Bullet
moreplanets:infected_purlonite_laser_bullet, Infected Purlonite Laser Bullet
moreplanets:ion_cannon_schematic, item.ion_cannon_schematic.name
moreplanets:black_hole_storage_schematic, item.black_hole_storage_schematic.name
moreplanets:zelius_fish, Zelius Fish
moreplanets:glowing_alien_fish, Glowing Alien Fish
moreplanets:cheese_fish, Cheese Fish
moreplanets:space_warper_core, Space Warper Core
moreplanets:space_bow, Space Bow
moreplanets:space_fishing_rod, Space Fishing Rod
moreplanets:blue_dye, Blue Dye
moreplanets:laser_gun, Laser Gun
moreplanets:alien_defender_reinforcement, Alien Defender Reinforcement
moreplanets:creative_space_kit, Creative Space Kit
moreplanets:vein_floater_disc, item.vein_floater_disc.name
moreplanets:upgrade_template, Upgrade Template
moreplanets:shield_damage_upgrade, Shield Damage Upgrade
moreplanets:shield_size_upgrade, Shield Size Upgrade
moreplanets:shield_capacity_upgrade, Shield Capacity Upgrade
moreplanets:machine_speed_upgrade, Machine Speed Upgrade
moreplanets:gravity_amulet, Gravity Amulet (WIP)
moreplanets:illenium_ingot, Illenium Ingot
moreplanets:setrorium_shard, Setrorium Shard
moreplanets:compressed_illenium, Compressed Illenium
moreplanets:compressed_setrorium, Compressed Setrorium
moreplanets:infected_purlonite_shard, Infected Purlonite Shard
moreplanets:alien_miner_part, Alien Miner Part
moreplanets:glowing_iron_ingot, Glowing Iron Ingot
moreplanets:black_hole_fragments, Black Hole Fragments
moreplanets:anti_gravity_fragments, Anti Gravity Fragments
moreplanets:infected_purlonite_bomb, Infected Purlonite Bomb
moreplanets:diona_dungeon_key, Diona Dungeon Key
moreplanets:infected_purlonite_slimeball, Infected Purlonite Slimeball
moreplanets:infected_purlonite_arrow, Infected Purlonite Arrow
moreplanets:dark_energy_pearl, Dark Energy Pearl
moreplanets:anti_gravity_arrow, Anti Gravity Arrow
moreplanets:illenium_sword, Illenium Sword
moreplanets:illenium_shovel, Illenium Shovel
moreplanets:illenium_pickaxe, Illenium Pickaxe
moreplanets:illenium_axe, Illenium Axe
moreplanets:illenium_hoe, Illenium Hoe
moreplanets:illenium_helmet, Illenium Helmet
moreplanets:illenium_chestplate, Illenium Chestplate
moreplanets:illenium_leggings, Illenium Leggings
moreplanets:illenium_boots, Illenium Boots
moreplanets:breathable_illenium_helmet, Breathable Illenium Helmet
moreplanets:diremsium_ingot, Diremsium Ingot
moreplanets:zyptorium_ingot, Zyptorium Ingot
moreplanets:compressed_diremsium, Compressed Diremsium
moreplanets:compressed_zyptorium, Compressed Zyptorium
moreplanets:cheese_milk_curd, Cheese Milk Curd
moreplanets:raw_cheese_beef, Raw Cheese Beef
moreplanets:cooked_cheese_beef, Cooked Cheese Steak
moreplanets:cheese_spore_berry, Cheese Spore Berry
moreplanets:cheese_slimeball, Cheese Slimeball
moreplanets:cheese_spore_item, Cheese Spore
moreplanets:cheese_spore_seed, Cheese Spore Seed
moreplanets:chalos_dungeon_key, Chalos Dungeon Key
moreplanets:cheese_spore_door, Cheese Spore Door
moreplanets:inferumite_crystal, Inferumite Crystal
moreplanets:multalic_crystal_pieces, Multalic Crystal Pieces
moreplanets:infected_coal, Infected Coal
moreplanets:infected_charcoal, Infected Charcoal
moreplanets:shlime_tail, Shlime Tail
moreplanets:infected_prismarine_shard, Infected Prismarine Shard
moreplanets:infected_prismarine_crystals, Infected Prismarine Crystals
moreplanets:infected_apple, Infected Apple
moreplanets:infected_golden_apple, Infected Golden Apple
moreplanets:enchanted_infected_golden_apple, item.enchanted_infected_golden_apple.name
moreplanets:infected_melon_slice, Infected Melon Slice
moreplanets:alien_berry, Alien Berry
moreplanets:golden_alien_berry, Golden Alien Berry
moreplanets:terraberry, Terraberry
moreplanets:raw_shlime_meat, Raw Shlime Meat
moreplanets:cooked_shlime_meat, Cooked Shlime Meat
moreplanets:infected_wheat_seeds, Infected Wheat Seeds
moreplanets:infected_oak_door, Infected Oak Door
moreplanets:alien_berry_oak_door, Alien Berry Oak Door
moreplanets:infected_wheat, Infected Wheat
moreplanets:infected_clay_ball, Infected Clay Ball
moreplanets:infected_snowball, Infected Snowball
moreplanets:purified_snowball, Purified Snowball
moreplanets:nibiru_dungeon_key, Nibiru Dungeon Key
moreplanets:nibiru_dungeon_key_bow, Nibiru Dungeon Key Bow
moreplanets:nibiru_dungeon_key_blade, Nibiru Dungeon Key Blade
moreplanets:infected_sugar_cane, Infected Sugar Cane
moreplanets:infected_egg, Infected Egg
moreplanets:infected_arrow, Infected Arrow
moreplanets:infected_melon_seeds, Infected Melon Seeds
moreplanets:vein_eye, Vein Eye
moreplanets:waste_rod_picker, Waste Rod Picker
moreplanets:nuclear_waste_rod, Nuclear Waste Rod
moreplanets:gravity_boots, Gravity Boots
moreplanets:extrailonite_ingot, Extrailonite Ingot
moreplanets:compressed_extrailonite, Compressed Extrailonite
moreplanets:oscalea_door, Oscalea Door
moreplanets:frolia_door, Frolia Door
moreplanets:strawberry, Strawberry
moreplanets:giant_blueberry, Giant Blueberry
moreplanets:chocolate_bar, Chocolate Bar
moreplanets:jelly_beans, Jelly Beans
moreplanets:marshmallow, Marshmallow
moreplanets:cooked_marshmallow, Cooked Marshmallow
moreplanets:blue_pear, Blue Pear
moreplanets:red_candy_cane_stick, Red Candy Cane Stick
moreplanets:green_candy_cane_stick, Green Candy Cane Stick
moreplanets:blue_candy_cane_stick, Blue Candy Cane Stick
moreplanets:orange_candy_cane_stick, Orange Candy Cane Stick
moreplanets:pink_candy_cane_stick, Pink Candy Cane Stick
moreplanets:yellow_candy_cane_stick, Yellow Candy Cane Stick
moreplanets:purple_candy_cane_stick, Purple Candy Cane Stick
moreplanets:rainbow_candy_cane_stick, Rainbow Candy Cane Stick
moreplanets:grape_jelly, Grape Jelly
moreplanets:raspberry_jelly, Raspberry Jelly
moreplanets:strawberry_jelly, Strawberry Jelly
moreplanets:berry_jelly, Berry Jelly
moreplanets:lime_jelly, Lime Jelly
moreplanets:orange_jelly, Orange Jelly
moreplanets:green_jelly, Green Jelly
moreplanets:lemon_jelly, Lemon Jelly
moreplanets:diremsium_sword, Diremsium Sword
moreplanets:diremsium_shovel, Diremsium Shovel
moreplanets:diremsium_pickaxe, Diremsium Pickaxe
moreplanets:diremsium_axe, Diremsium Axe
moreplanets:diremsium_hoe, Diremsium Hoe
moreplanets:cheese_spore_wood_sword, Cheese Spore Wooden Sword
moreplanets:cheese_spore_wood_shovel, Cheese Spore Wooden Shovel
moreplanets:cheese_spore_wood_pickaxe, Cheese Spore Wooden Pickaxe
moreplanets:cheese_spore_wood_axe, Cheese Spore Wooden Axe
moreplanets:cheese_spore_wood_hoe, Cheese Spore Wooden Hoe
moreplanets:infected_wood_sword, Infected Wooden Sword
moreplanets:infected_wood_shovel, Infected Wooden Shovel
moreplanets:infected_wood_pickaxe, Infected Wooden Pickaxe
moreplanets:infected_wood_axe, Infected Wooden Axe
moreplanets:infected_wood_hoe, Infected Wooden Hoe
moreplanets:alien_berry_wood_sword, Alien Berry Wooden Sword
moreplanets:alien_berry_wood_shovel, Alien Berry Wooden Shovel
moreplanets:alien_berry_wood_pickaxe, Alien Berry Wooden Pickaxe
moreplanets:alien_berry_wood_axe, Alien Berry Wooden Axe
moreplanets:alien_berry_wood_hoe, Alien Berry Wooden Hoe
moreplanets:nibiru_stone_sword, Nibiru Stone Sword
moreplanets:nibiru_stone_shovel, Nibiru Stone Shovel
moreplanets:nibiru_stone_pickaxe, Nibiru Stone Pickaxe
moreplanets:nibiru_stone_axe, Nibiru Stone Axe
moreplanets:nibiru_stone_hoe, Nibiru Stone Hoe
moreplanets:multalic_crystal_sword, Multalic Crystal Sword
moreplanets:multalic_crystal_shovel, Multalic Crystal Shovel
moreplanets:multalic_crystal_pickaxe, Multalic Crystal Pickaxe
moreplanets:multalic_crystal_axe, Multalic Crystal Axe
moreplanets:multalic_crystal_hoe, Multalic Crystal Hoe
moreplanets:diremsium_helmet, Diremsium Helmet
moreplanets:diremsium_chestplate, Diremsium Chestplate
moreplanets:diremsium_leggings, Diremsium Leggings
moreplanets:diremsium_boots, Diremsium Boots
moreplanets:breathable_diremsium_helmet, Breathable Diremsium Helmet
moreplanets:multalic_crystal_helmet, Multalic Crystal Helmet
moreplanets:multalic_crystal_chestplate, Multalic Crystal Chestplate
moreplanets:multalic_crystal_leggings, Multalic Crystal Leggings
moreplanets:multalic_crystal_boots, Multalic Crystal Boots
moreplanets:breathable_multalic_crystal_helmet, Breathable Multalic Crystal Helmet
thermalcultivation:watering_can:0, Watering Can (Basic)
thermalcultivation:watering_can:1, Watering Can (Hardened)
thermalcultivation:watering_can:2, Watering Can (Reinforced)
thermalcultivation:watering_can:3, Watering Can (Signalum)
thermalcultivation:watering_can:4, Watering Can (Resonant)
thermalcultivation:watering_can:32000, Watering Can (Creative)
thermaldynamics:duct_0:0, Leadstone Fluxduct
thermaldynamics:duct_0:1, Hardened Fluxduct
thermaldynamics:duct_0:2, Redstone Energy Fluxduct
thermaldynamics:duct_0:3, Signalum Fluxduct
thermaldynamics:duct_0:4, Resonant Fluxduct
thermaldynamics:duct_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:duct_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:duct_0:7, Signalum Fluxduct (Empty)
thermaldynamics:duct_0:8, Resonant Fluxduct (Empty)
thermaldynamics:duct_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:duct_16:0, Fluiduct
thermaldynamics:duct_16:1, Fluiduct (Opaque)
thermaldynamics:duct_16:2, Hardened Fluiduct
thermaldynamics:duct_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:duct_16:4, Signalum-Plated Fluiduct
thermaldynamics:duct_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:duct_16:6, Super-Laminar Fluiduct
thermaldynamics:duct_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:duct_32:0, Vacuum Itemduct
thermaldynamics:duct_32:0, Dense Itemduct
thermaldynamics:duct_32:0, Itemduct
thermaldynamics:duct_32:1, Vacuum Itemduct (Opaque)
thermaldynamics:duct_32:1, Dense Itemduct (Opaque)
thermaldynamics:duct_32:1, Itemduct (Opaque)
thermaldynamics:duct_32:2, Vacuum Impulse Itemduct
thermaldynamics:duct_32:2, Dense Impulse Itemduct
thermaldynamics:duct_32:2, Impulse Itemduct
thermaldynamics:duct_32:3, Vacuum Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Dense Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Impulse Itemduct (Opaque)
thermaldynamics:duct_32:4, Vacuum Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Dense Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Signalum-Plated Itemduct
thermaldynamics:duct_32:5, Vacuum Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Dense Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:6, Vacuum Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Dense Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:7, Vacuum Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Dense Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_48:0, Structuralduct
thermaldynamics:duct_64:0, Viaduct
thermaldynamics:duct_64:1, Long Range Viaduct
thermaldynamics:duct_64:2, Long Range Linking Viaduct
thermaldynamics:duct_64:3, Viaduct (Untreated)
thermaldynamics:servo:0, Servo
thermaldynamics:servo:1, Hardened Servo
thermaldynamics:servo:2, Reinforced Servo
thermaldynamics:servo:3, Signalum Servo
thermaldynamics:servo:4, Resonant Servo
thermaldynamics:filter:0, Filter
thermaldynamics:filter:1, Hardened Filter
thermaldynamics:filter:2, Reinforced Filter
thermaldynamics:filter:3, Signalum Filter
thermaldynamics:filter:4, Resonant Filter
thermaldynamics:retriever:0, Retriever
thermaldynamics:retriever:1, Hardened Retriever
thermaldynamics:retriever:2, Reinforced Retriever
thermaldynamics:retriever:3, Signalum Retriever
thermaldynamics:retriever:4, Resonant Retriever
thermaldynamics:relay:0, Redstone Relay
thermaldynamics:cover:0, Stone Cover
thermaldynamics:cover:0, Granite Cover
thermaldynamics:cover:0, Polished Granite Cover
thermaldynamics:cover:0, Diorite Cover
thermaldynamics:cover:0, Polished Diorite Cover
thermaldynamics:cover:0, Andesite Cover
thermaldynamics:cover:0, Polished Andesite Cover
thermaldynamics:cover:0, Grass Block Cover
thermaldynamics:cover:0, Dirt Cover
thermaldynamics:cover:0, Coarse Dirt Cover
thermaldynamics:cover:0, Podzol Cover
thermaldynamics:cover:0, Cobblestone Cover
thermaldynamics:cover:0, Oak Wood Planks Cover
thermaldynamics:cover:0, Spruce Wood Planks Cover
thermaldynamics:cover:0, Birch Wood Planks Cover
thermaldynamics:cover:0, Jungle Wood Planks Cover
thermaldynamics:cover:0, Acacia Wood Planks Cover
thermaldynamics:cover:0, Dark Oak Wood Planks Cover
thermaldynamics:cover:0, Bedrock Cover
thermaldynamics:cover:0, Sand Cover
thermaldynamics:cover:0, Red Sand Cover
thermaldynamics:cover:0, Gravel Cover
thermaldynamics:cover:0, Gold Ore Cover
thermaldynamics:cover:0, Iron Ore Cover
thermaldynamics:cover:0, Coal Ore Cover
thermaldynamics:cover:0, Oak Wood Cover
thermaldynamics:cover:0, Spruce Wood Cover
thermaldynamics:cover:0, Birch Wood Cover
thermaldynamics:cover:0, Jungle Wood Cover
thermaldynamics:cover:0, Oak Leaves Cover
thermaldynamics:cover:0, Spruce Leaves Cover
thermaldynamics:cover:0, Birch Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Sponge Cover
thermaldynamics:cover:0, Wet Sponge Cover
thermaldynamics:cover:0, Glass Cover
thermaldynamics:cover:0, Lapis Lazuli Ore Cover
thermaldynamics:cover:0, Lapis Lazuli Block Cover
thermaldynamics:cover:0, Sandstone Cover
thermaldynamics:cover:0, Chiseled Sandstone Cover
thermaldynamics:cover:0, Smooth Sandstone Cover
thermaldynamics:cover:0, White Wool Cover
thermaldynamics:cover:0, Orange Wool Cover
thermaldynamics:cover:0, Magenta Wool Cover
thermaldynamics:cover:0, Light Blue Wool Cover
thermaldynamics:cover:0, Yellow Wool Cover
thermaldynamics:cover:0, Lime Wool Cover
